global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_global_experiment_results_gpu_power_avg,global_energy_metrics_local_process_results_gpu_energy_process_2,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_local_process_results_ram_energy_process_0,variables_decoder_config_decoder_top_p,variables_query_rate,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_local_process_results_cpu_power_process_0,setup_available_gpu_count,inference_metrics_raw_inference_metrics_number_input_prompts,setup_region,global_energy_metrics_global_experiment_results_cpu_energy_total,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_gpu_energy_process_1,global_energy_metrics_local_process_results_cpu_energy_process_1,inference_metrics_inference_performance_throughput_queries_per_sec,variables_latency_simulation_delay_max,variables_latency_simulation_simulate_burst,global_energy_metrics_global_experiment_results_gpu_energy_total,setup_os,inference_metrics_raw_inference_metrics_total_generated_tokens,setup_model,variables_accelerate_config_num_processes,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_batching_options_adaptive_max_tokens,global_energy_metrics_per-process_emissions_0,variables_max_output_tokens,variables_decoder_config_decoder_temperature,global_energy_metrics_local_process_results_total_energy_kwh_process_2,global_energy_metrics_per-process_emissions_3,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_local_process_results_cpu_power_process_1,variables_quantisation_load_in_8bit,variables_backend,global_energy_metrics_local_process_results_cpu_energy_process_3,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_local_process_results_ram_power_process_0,variables_sharding_config_sharding_strategy,compute_metrics_memory_gpu_max_memory_allocated_bytes,setup_python_version,compute_metrics_flops,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_global_experiment_results_ram_power_avg,model_architecture_total_params,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_ram_power_process_1,inference_metrics_inference_performance_total_inference_time_sec,global_energy_metrics_local_process_results_gpu_energy_process_0,setup_country,setup_gpu_model,inference_metrics_raw_inference_metrics_total_input_tokens,setup_date_time,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_experiment_id,global_energy_metrics_global_experiment_results_cpu_power_avg,variables_batching_options_batch_size___fixed_batching,setup_is_encoder_decoder,variables_sharding_config_fsdp_config_use_orig_params,setup_cpu_model,variables_latency_simulation_burst_size,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_local_process_results_gpu_power_process_3,variables_latency_simulation_burst_interval,variables_number_input_prompts,global_energy_metrics_global_experiment_results_total_energy_joules,variables_sharding_config_fsdp_config_cpu_offload,model_architecture_architecture,variables_max_input_tokens,global_energy_metrics_local_process_results_total_energy_joules_process_0,global_energy_metrics_global_derived_quantities_joules_per_flop,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_latency_simulation_simulate,inference_metrics_inference_performance_throughput_tokens_per_sec,global_energy_metrics_global_experiment_results_ram_energy_total,global_energy_metrics_global_experiment_results_total_energy_kwh,variables_config_name,global_energy_metrics_local_process_results_ram_power_process_2,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_ram_energy_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_2,setup_cycle_id,global_energy_metrics_local_process_results_gpu_energy_process_3,variables_latency_simulation_delay_min,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_decode_token_to_text,setup_available_cpu_count,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_local_process_results_cpu_power_process_3,variables_fp_precision,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_local_process_results_cpu_energy_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_per-process_emissions_1,global_energy_metrics_local_process_results_ram_power_process_3,setup_task_type,global_energy_metrics_local_process_results_gpu_power_process_2,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_cpu_power_process_2,compute_metrics_compute_utilisation_gpu_utilization_percent_0,variables_quantisation_cached_flops_for_quantised_models,variables_quantisation_quantization,variables_inference_type,variables_accelerate_config_distributed_type,inference_metrics_inference_performance_average_latency_ms_per_batch,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_quantisation_load_in_4bit,global_energy_metrics_global_derived_quantities_joules_per_token,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_global_derived_quantities_tokens_per_joule,setup_experiment_id,global_energy_metrics_per-process_emissions_2,variables_batching_options_adaptive_batching
NA,181.64026434808488,NA,1887383552,1.0510713123835251e-05,0.9,1.0,13511950336,112.5,1,128,saxony,0.002087518550063578,,NA,NA,1.8749534088450532,0.05,False,0.002902502044221933,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,9907380736,0,0.00190495240155759,128,1.0,NA,NA,NA,NA,False,pytorch,NA,0.1,0.6580939292907715,NO_SHARD,9907380736,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,NA,0.6580939292907715,1235814400,NA,NA,68.26836304100289,0.002902502044221933,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:21:59 PM",NA,2118,112.5,4,False,False,AMD EPYC 7742 64-Core Processor,0,NA,NA,0.0,128,18001.912706673644,False,Unknown (no config attribute),128,18001.912706673644,8.890437845997665e-10,NA,True,239.99403633216681,1.0510713123835251e-05,0.005000531307409345,R2_Low_Latency_Chatbot_Deployment,NA,1124803994.271423,NA,0.0,1,NA,0.01,13511950336,True,128,NA,NA,torch.float32,181.64026434808488,0.0,0.002087518550063578,0.005000531307409345,NA,NA,NA,text_generation,NA,top_p,NA,11.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2133.38634503134,0.0,False,1.0987495548506863,0,0.9101255109367432,2118,NA,False
0.0028426798743990903,175.4262503266794,0.0018722620533639933,1951813632,4.7990751140296865e-06,,1.0,3682598912,112.5,4,128,saxony,0.0038442617129990147,50,0.001923454316540285,0.0009898600306232767,4.066089838720854,1.5,True,0.0076365497203458865,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,2039403520,0,0.0011146684903846392,128,1.0,0.0028132399110408672,0.0011117847083562714,4.779105458940595e-06,112.5,True,pytorch,0.0009456682670956982,2.4,0.6812853813171387,NO_SHARD,2039403520,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",16949970993152,0.0009361987522179335,0.7071347236633301,1235814400,5.138752603524463e-06,0.7184028625488282,31.479875034012366,0.0019486893367277602,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:23:03 PM",10233.647547836725,2119,112.5,32,False,False,AMD EPYC 7742 64-Core Processor,5,10127.663679747122,223.47806828199435,4.0,128,41401.42545639938,False,Unknown (no config attribute),128,10533.683069654026,2.442566153837436e-09,10506.43115916151,True,520.4594993562694,1.958452676603876e-05,0.01150039596011094,R3_Balanced_Enterprise_Service,0.7132830619812012,409405492.83749497,4.867593589544013e-06,100.0,1,0.0018921440137138479,0.5,3682598912,True,128,0.002918453099767086,112.5,torch.float16,239.15938194225822,100.0,0.0009725346630621062,0.002926023074903896,10.03485459958281,0.0010717037441110185,0.7155675888061523,text_generation,229.0326964828823,top_k,112.5,0.0,16949970993152,True,pure_generative,DistributedType.MULTI_GPU,7869.9687585030915,100.0,False,2.526942471704064,0,0.39573516658875185,2119,0.0010829188981523335,False
0.0009092819432519499,912.2121286001468,0.0008031767536522683,1877262336,5.099730084573523e-07,,1.0,27703377920,112.5,4,128,saxony,0.0004078464567191986,,0.0008041625877741598,0.00010233142859397049,40.306100701389,0,False,0.003221117299115228,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,4963390464,0,0.00034553238600809047,128,1.0,0.0009054373586244975,0.00034639095628183033,5.359911596081761e-07,112.5,False,pytorch,0.0001018590866251543,2.4,0.6544332504272462,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0001017246138126211,0.6775710582733154,1235814400,5.341658292457588e-07,0.6822652816772461,3.175697916012723,0.0008068889788444,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:23:37 PM",3273.41499570702,2120,112.5,256,False,False,AMD EPYC 7742 64-Core Processor,0,3259.5744910481912,928.5552114608606,0.0,128,13071.879949010881,False,Unknown (no config attribute),128,3273.589006345116,6.455688243279916e-10,3265.301455910554,False,5159.180889777792,2.1140077797067287e-06,0.0036310777636141336,A1_Max_Throughput_Exploit,0.6897153854370117,1549021517.6374967,5.338777823954417e-07,100.0,1,0.0008068889788444,0,27703377920,True,128,0.0009070281821973762,112.5,torch.float16,1011.8457942153411,100.0,0.00010193132768745272,0.00090933027954031,864.6009345076486,0.00034640936999088114,0.6838703155517578,text_generation,843.8465742167372,greedy,112.5,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,3175.697916012723,100.0,False,0.7978442351691212,0,1.2533774838744398,2120,0.00034492636176800234,False
NA,97.56227653193848,NA,1867739136,6.441268555797245e-06,,1.0,7197425664,112.5,1,128,saxony,0.0012756376390325387,,NA,NA,3.073891495770818,0.2,True,0.0009581402109559711,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,4963390464,0,0.0008534114732094543,128,1.0,NA,NA,NA,NA,False,pytorch,NA,0.0,0.6512417793273926,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,NA,0.6512417793273926,1235814400,NA,NA,41.64102739999362,0.0009581402109559711,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:24:44 PM",NA,2121,112.5,8,False,False,AMD EPYC 7742 64-Core Processor,5,NA,NA,2.0,128,8064.78882675951,False,Unknown (no config attribute),128,8064.78882675951,3.982882539965962e-10,NA,True,393.4581114586647,6.441268555797245e-06,0.0022402191185443084,R4_High_Load_Cloud_API_Deployment,NA,2510744391.695132,NA,0.0,1,NA,0.05,7197425664,True,128,NA,NA,torch.float16,97.56227653193848,0.0,0.0012756376390325387,0.0022402191185443084,NA,NA,NA,text_generation,NA,greedy,NA,0.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2602.564212499601,0.0,False,0.4922356461645209,0,2.03154730420675,2121,NA,False
0.0016021219219407956,404.5736328190068,0.0013173402205373108,1871695872,1.4251839212892663e-06,,1.0,7549747200,112.5,4,128,saxony,0.0011425933960958902,,0.0013406438502916451,0.0002896297636575582,13.897763751086874,0.1,False,0.005305845355781935,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,4963390464,0,0.0006103283461633461,128,1.0,0.0016023610057285893,0.000616540004384276,1.668520627987719e-06,112.5,False,pytorch,0.00028312998953060743,2.4,0.6525263786315918,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0002833522645632912,0.6759570837020874,1235814400,1.5012840304001386e-06,0.6834454536437988,9.210114828005317,0.0013305210644156684,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:25:27 PM",5767.638918986864,2122,112.5,32,False,False,AMD EPYC 7742 64-Core Processor,0,5768.499620622922,583.7853604845667,0.0,128,23236.867628389366,False,Unknown (no config attribute),128,5826.339456053009,1.147577653286173e-09,5874.389632726572,True,1778.9137601391199,6.246700452554492e-06,0.00645468545233038,R6_Medium_Scale_Language_Model_Serving,0.6849303245544434,871400725.8126945,1.6517118728773674e-06,100.0,1,0.0013173402205373108,0.01,7549747200,True,128,0.0016317748979796033,112.5,torch.float16,433.48120304576577,100.0,0.0002864813783444333,0.0016184276266813912,359.0527672460411,0.0006104194251323062,0.6829261779785156,text_generation,241.97520049965348,greedy,112.5,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2302.528707001329,100.0,False,1.4182658464593119,0,0.7050864282577848,2122,0.0006216246473853299,False
NA,217.68706903588645,NA,1911398400,1.0911425863487075e-06,,1.0,3539992576,112.5,1,128,saxony,0.00022856721312473387,50,NA,NA,17.388963153143088,0,False,0.00033639388022588257,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,1609970688,0,0.00021563759928018686,128,1.0,NA,NA,NA,NA,False,pytorch,NA,0.0,0.6670761108398438,NO_SHARD,1609970688,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",16949970993152,NA,0.6670761108398438,749275136,NA,NA,7.360990926987142,0.00033639388022588257,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:26:00 PM",NA,2123,112.5,64,False,False,AMD EPYC 7742 64-Core Processor,0,NA,NA,0.0,128,2037.7880493730745,False,Unknown (no config attribute),128,2037.7880493730745,1.2022368947984432e-10,NA,False,2225.7872836023153,1.0911425863487075e-06,0.0005660522359369651,A3_Quantisation_Gaming,NA,8317828244.388153,NA,0.0,1,NA,0,3539992576,True,128,NA,NA,torch.float16,217.68706903588645,0.0,0.00022856721312473387,0.0005660522359369651,NA,NA,NA,text_generation,NA,top_k,NA,0.0,16949970993152,True,pure_generative,DistributedType.MULTI_GPU,3680.495463493571,0.0,True,0.12437671199786833,0,8.040090334733554,2123,NA,False
0.005667053541219146,705.9922706519908,0.004917511434006094,1868623872,4.831839923926022e-06,,1.0,14487126016,112.5,4,128,saxony,0.003750140271658893,,0.004873305565308517,0.0009421686400296494,4.224847337375327,1.5,True,0.01938702328738473,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,9907380736,0,0.00221737338875904,128,1.0,0.005876037474823902,0.0022384764760341657,5.259215879296336e-06,112.5,False,pytorch,0.0009174253625942586,2.4,0.6509413719177246,NO_SHARD,9907380736,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0009532668249385097,0.6857571601867676,1235814400,5.167319163842344e-06,0.6960568428039551,30.296952712975326,0.004851682770232291,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:27:04 PM",20401.392748388924,2124,112.5,16,False,False,AMD EPYC 7742 64-Core Processor,5,21153.73490936605,838.781529991986,4.0,128,83367.09574127189,False,Unknown (no config attribute),128,20857.65859530969,4.117173520202377e-09,20954.30948820723,True,540.7804591840419,2.0363035754124475e-05,0.02315752659479775,R1_Standard_Production_Config,0.6941084861755371,242885075.18401742,5.1046607870597715e-06,100.0,1,0.004744523517837829,0.5,14487126016,True,128,0.005820641524502008,112.5,torch.float32,767.4950493822465,100.0,0.0009372794440964755,0.005793794054252692,678.2203427258968,0.002207145844967563,0.7019219398498535,text_generation,539.4721605078339,greedy,112.5,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,3787.1190891219157,100.0,False,5.088323714677239,0,0.1965283767452739,2124,0.0021588640465274337,False
0.046793996169245955,319.5416363709732,0.035001897445939845,1860182016,5.853234913779204e-05,,1.0,14369685504,112.5,4,128,saxony,0.04615973456792109,,0.03485456593918568,0.011489573864882925,0.3419442239899457,0.5,True,0.139929244443306,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,9907380736,0,0.017826172840674247,128,0.8,0.04660656947556896,0.017678687884782083,6.304386753578266e-05,112.5,,pytorch,0.01159135520400196,2.4,0.6486525535583496,NO_SHARD,9907380736,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.011541628162093276,0.6855493783950806,1235814400,6.270593627021369e-05,0.6970868110656738,374.33005449381017,0.03493372794696037,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:33:54 PM",168458.38620928544,2125,112.5,1,False,False,AMD EPYC 7742 64-Core Processor,8,167783.65011204826,300.8275710961242,4.0,128,670812.6564655016,False,Unknown (no config attribute),128,167505.9754789481,3.312880317658816e-08,167064.64466521982,True,43.768860670713046,0.0002478700069677225,0.1863368490181949,R7_anti_platonic_ideal,0.6970396041870117,30185213.594033226,6.35878540239341e-05,100.0,1,0.03513905311122012,0.4,14369685504,True,128,0.04640684574033884,112.5,torch.float32,343.32372645363154,100.0,0.011537177336942935,0.04652943763304114,287.89129072485383,0.017725389266307023,0.6994185447692871,text_generation,346.1239572092832,greedy,112.5,0.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2924.453550732892,100.0,,40.943155301849465,0,0.024424106853211395,2125,0.017754772641717997,False
0.001099001850828266,807.1665965445713,0.0009558668758038458,1857613824,7.600172371683745e-07,,1.0,8327790592,112.5,4,128,saxony,0.0006019973538432168,,0.0009520146504997662,0.0001496278712502317,26.659364028064157,0,False,0.003812849161387133,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,4963390464,0,0.00041866475507302794,128,1.0,0.0011079580159918242,0.0004223168713162179,7.987799066468646e-07,112.5,False,pytorch,0.00014911529946812154,2.4,0.6474781036376954,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.00015129236028133162,0.6726429462432861,1235814400,7.903207627801331e-07,0.6789894104003906,4.801314835014637,0.0009558668758038458,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:34:29 PM",3956.4066629817576,2126,112.5,64,False,False,AMD EPYC 7742 64-Core Processor,0,3988.648857570567,841.7596706091853,0.0,128,15904.733130782693,False,Unknown (no config attribute),128,3990.9193771843666,7.854723198606765e-10,3968.758233046,False,3412.398595592212,3.134909987064556e-06,0.004417981425217415,A5_Parallel_Overdrive,0.6813597679138184,1273119338.1548765,7.857920804691835e-07,100.0,1,0.0009491007592796752,0,8327790592,True,128,0.0011024328425127778,112.5,torch.float16,774.9562085309118,100.0,0.000151961822843532,0.0011085887158845463,822.4113352692855,0.0004199717913552427,0.6827445030212402,text_generation,789.5391717689031,greedy,112.5,0.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2400.6574175073183,100.0,False,0.9707478717518733,0,1.0301336001853256,2126,0.0004220766061920854,False
NA,0.0,NA,1881595904,1.5655145795280324e-06,,1.0,7549747200,112.5,1,128,saxony,0.00028093280171879087,,NA,NA,14.184518784654633,0,False,0.0003285249850417671,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,4963390464,0,0.00023276932664550575,128,1.0,NA,NA,NA,NA,False,pytorch,NA,0.1,0.655916690826416,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,NA,0.655916690826416,1235814400,NA,NA,9.023922626016429,0.0003285249850417671,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:35:20 PM",NA,2128,112.5,32,False,False,AMD EPYC 7742 64-Core Processor,0,NA,NA,0.0,128,2199.683884824309,False,Unknown (no config attribute),128,2199.683884824309,1.086337500771425e-10,NA,False,1815.618404435793,1.5655145795280324e-06,0.000611023301340086,A4_Latency_Ignorance_Exploit,NA,9205242379.00178,NA,0.0,1,NA,0,7549747200,True,128,NA,NA,torch.float16,0.0,0.0,0.00028093280171879087,0.000611023301340086,NA,NA,NA,text_generation,NA,greedy,NA,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2255.980656504107,0.0,False,0.13425804961085872,0,7.448342970112092,2128,NA,False
