variables_quantisation_cached_flops_for_quantised_models,global_energy_metrics_local_process_results_ram_power_process_3,global_energy_metrics_global_experiment_results_ram_energy_total,setup_region,variables_batching_options_batch_size___fixed_batching,variables_batching_options_adaptive_batching,setup_country,global_energy_metrics_global_experiment_results_total_energy_joules,variables_number_input_prompts,global_energy_metrics_global_experiment_results_cpu_energy_total,variables_quantisation_load_in_8bit,compute_metrics_compute_utilisation_gpu_utilization_percent_3,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_global_experiment_results_ram_power_avg,variables_latency_simulation_simulate,global_energy_metrics_local_process_results_ram_power_process_1,setup_gpu_model,compute_metrics_memory_gpu_max_memory_reserved_bytes,variables_latency_simulation_delay_min,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_backend,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_local_process_results_gpu_energy_process_0,variables_query_rate,variables_decode_token_to_text,global_energy_metrics_per-process_emissions_2,compute_metrics_flops,global_energy_metrics_experiment_id,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_ram_power_process_0,variables_max_output_tokens,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_config_name,setup_model,inference_metrics_raw_inference_metrics_number_input_prompts,variables_decoder_config_decoder_temperature,global_energy_metrics_local_process_results_total_energy_joules_process_0,setup_experiment_id,global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_local_process_results_ram_energy_process_3,variables_sharding_config_fsdp_config_cpu_offload,global_energy_metrics_local_process_results_gpu_power_process_2,compute_metrics_compute_utilisation_cpu_usage_percent,inference_metrics_inference_performance_throughput_tokens_per_sec,global_energy_metrics_local_process_results_cpu_energy_process_3,inference_metrics_raw_inference_metrics_total_input_tokens,global_energy_metrics_local_process_results_total_energy_joules_process_3,model_architecture_total_params,compute_metrics_memory_gpu_current_memory_allocated_bytes,setup_task_type,variables_latency_simulation_burst_size,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_cpu_energy_process_2,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_local_process_results_gpu_power_process_0,global_energy_metrics_local_process_results_gpu_energy_process_1,variables_quantisation_quantization,variables_sharding_config_sharding_strategy,global_energy_metrics_local_process_results_gpu_power_process_3,global_energy_metrics_local_process_results_ram_energy_process_0,global_energy_metrics_global_derived_quantities_flops_per_joule,variables_inference_type,compute_metrics_memory_gpu_current_memory_reserved_bytes,setup_os,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_local_process_results_ram_power_process_2,global_energy_metrics_per-process_emissions_0,variables_accelerate_config_distributed_type,global_energy_metrics_per-process_emissions_1,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_global_derived_quantities_tokens_per_joule,setup_python_version,global_energy_metrics_local_process_results_gpu_energy_process_3,variables_latency_simulation_delay_max,global_energy_metrics_local_process_results_total_energy_joules_process_2,variables_accelerate_config_num_processes,variables_latency_simulation_burst_interval,global_energy_metrics_per-process_emissions_3,variables_batching_options_adaptive_max_tokens,variables_batching_options_max_batch_size___adaptive_batching,setup_available_cpu_count,global_energy_metrics_local_process_results_cpu_power_process_3,global_energy_metrics_local_process_results_total_energy_joules_process_1,global_energy_metrics_local_process_results_cpu_power_process_0,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_global_experiment_results_gpu_power_avg,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_global_derived_quantities_joules_per_token,setup_available_gpu_count,global_energy_metrics_local_process_results_gpu_energy_process_2,setup_cpu_model,global_energy_metrics_global_experiment_results_gpu_energy_total,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_global_derived_quantities_joules_per_flop,setup_date_time,variables_max_input_tokens,variables_fp_precision,model_architecture_architecture,global_energy_metrics_local_process_results_cpu_power_process_1,variables_decoder_config_decoder_top_p,variables_latency_simulation_simulate_burst,global_energy_metrics_global_experiment_results_total_energy_kwh,inference_metrics_inference_performance_total_inference_time_sec,variables_quantisation_load_in_4bit,variables_sharding_config_fsdp_config_use_orig_params,setup_is_encoder_decoder,global_energy_metrics_local_process_results_cpu_energy_process_0
16949970993152,0.9654335975646973,3.393949751926359e-05,saxony,16,False,Germany,126356.46056846535,128,0.005141982833038128,False,100.0,16384,0.9523487091064453,False,0.9742698669433594,4 x NVIDIA A100-PCIE-40GB,1929379840,0,619.305051712085,8.258423566353862e-06,0.009265700482820036,pytorch,100.0,0.006989728369558357,1.0,True,0.0035028027734017365,16949970993152,0527,2671374336,0,0.9328136444091797,128,100.0,latency_False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,29485.262519826432,0527,0.009194914748396735,9.289621241891411e-06,False,648.1564896821723,5.6,424.7051503909177,0.0013544296955351456,16384,33101.69309422825,615606272,1087688704,text_generation,0,0.008190350699951787,0.0013657046046846519,3.3180089874290446,0.008448050893405147,718.30856055933,0.007211098546649808,True,NO_SHARD,597.0658226747395,7.46772076408346e-06,134144078.71901238,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0012286939231889846,0.9368777275085449,0.0035297685989302925,DistributedType.MULTI_GPU,0.003120114099146633,15.0,0.12966491722140672,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.007831195431619697,0,33356.52173815213,4,0.0,0.003218284987842691,0,0,128,112.5,30412.98321625853,112.5,4822.168975617387,112.5,645.7089811570817,1087688704,7.712186313993246,4,0.00789107214618845,AMD EPYC 7742 64-Core Processor,0.02992309449401631,8.923731946934856e-06,112.5,7.454671197933904e-09,"April 16, 2025 at 04:23:00 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,False,0.035099016824573705,38.5773518049391,True,False,False,0.0011931546096293458
16949970993152,0.9773383140563965,3.3989205681066453e-05,saxony,16,False,Germany,125980.92849395039,128,0.005138555129382439,False,100.0,16384,0.959164023399353,True,0.9775071144104005,4 x NVIDIA A100-PCIE-40GB,1929379840,0.05,823.1765175609736,8.214050289006815e-06,0.009163192738022593,pytorch,100.0,0.007013410888501603,1.0,True,0.0031316298976618675,16949970993152,0528,2648506368,0,0.9248642921447755,128,100.0,latency_True_latency_0.05_latency_0.1_latency_False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,29594.087495951495,0528,0.00917230744944211,9.333738492543883e-06,False,731.1008970797255,5.5,417.366674728386,0.0013536605190638512,16384,33020.30681799159,615606272,1087688704,text_generation,0,0.008220579859986527,0.0013521674896601324,3.2606771463155155,0.008438622311979435,755.4332429875697,0.007197454924627422,True,NO_SHARD,650.4591290624425,7.395187889476381e-06,134543944.03805286,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.001232953337063009,0.9569463729858398,0.0032146931697485657,DistributedType.MULTI_GPU,0.0034941905228649717,0.0,0.13005143076705267,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.007809313191885714,0.1,32987.49385688134,4,0.0,0.003490718273549707,0,0,128,112.5,30379.040323125966,112.5,4906.956218612322,112.5,740.0424466726779,1087688704,7.689265655148338,4,0.007801979019352423,AMD EPYC 7742 64-Core Processor,0.029822158024367162,9.046229010039376e-06,112.5,7.4325158753869404e-09,"April 16, 2025 at 04:24:15 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,False,0.03499470235943067,39.25564974889858,True,False,False,0.0011997737835954469
16949970993152,0.9643306732177734,3.501492468133874e-05,saxony,16,False,Germany,129090.52128083844,128,0.005267967375617444,False,100.0,16384,0.9585310220718384,True,0.9740724563598633,4 x NVIDIA A100-PCIE-40GB,1929379840,0.1,631.531814490998,8.396781305786399e-06,0.00938237088764838,pytorch,100.0,0.007122382364565638,1.0,True,0.003182078451472265,16949970993152,0529,2668072960,0,0.9306492805480957,128,100.0,latency_True_latency_0.1_latency_0.2_latency_False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,30070.829309096087,0529,0.009503029845238934,9.5518978162648e-06,False,642.0072383264802,5.7,413.51951037729725,0.0014004439729997104,16384,34210.90744286016,615606272,1087688704,text_generation,0,0.00835300814141558,0.0013800821578970495,3.230621174822635,0.008620069259263338,524.5286181125992,0.007347151988828848,True,NO_SHARD,531.5482647150276,7.705021257957042e-06,131302986.6559844,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0012645204891286994,0.9650716781616211,0.003620179219543772,DistributedType.MULTI_GPU,0.00357421418964965,0.0,0.12691869114352985,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.008093033974422958,0.2,33776.53519553417,4,0.0,0.0032838153843163685,0,0,128,112.5,31032.249333348016,112.5,4952.607914754481,112.5,582.4039839112762,1087688704,7.879060136769923,4,0.007992927505449998,AMD EPYC 7742 64-Core Processor,0.030555495833267443,9.361224301330502e-06,112.5,7.615972990926806e-09,"April 16, 2025 at 04:25:30 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,False,0.03585847813356623,39.620863318035845,True,False,False,0.0012229207555919856
16949970993152,0.9567561149597168,3.621185412725735e-05,saxony,16,False,Germany,131671.08589477077,128,0.005408815990220318,False,100.0,16384,0.951657772064209,True,0.9736590385437012,4 x NVIDIA A100-PCIE-40GB,1929379840,0.2,679.629275047999,8.669329368740225e-06,0.009576739261573182,pytorch,100.0,0.007292976667709006,1.0,True,0.003648258821696304,16949970993152,0530,2598756352,0,0.9073863029479982,128,100.0,latency_True_latency_0.2_latency_0.4_latency_False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,30816.480930757967,0530,0.009638183347109683,9.742748022283818e-06,False,1354.075758761801,4.8,401.9136911100763,0.0014334062652869757,16384,34697.46004959486,615606272,1087688704,text_generation,0,0.008560133591877213,0.0014218632948686722,3.139950711797471,0.008800245436876247,818.6294312155283,0.007497355720103016,True,NO_SHARD,577.9940466025827,7.830881508028449e-06,128729636.25968817,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0012942203874044935,0.96882963180542,0.003671665946081434,DistributedType.MULTI_GPU,0.0033524534991780063,0.0,0.12443126665708375,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.008195034333800422,0.4,34476.261341663456,4,0.0,0.0032609828918256246,0,0,128,112.5,31680.88357275449,112.5,5095.621386630228,112.5,857.5821279069777,1087688704,8.036565301194505,4,0.008144907071476304,AMD EPYC 7742 64-Core Processor,0.031130273793088747,9.968895228204855e-06,112.5,7.76821895140514e-09,"April 16, 2025 at 04:26:47 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,False,0.036575301637436324,40.76497109304182,True,False,False,0.0012593260426601775
16949970993152,0.9619402885437012,3.6900636552327595e-05,saxony,16,False,Germany,134518.29441671344,128,0.005522952923038248,False,100.0,16384,0.9506335258483887,True,0.9654650688171387,4 x NVIDIA A100-PCIE-40GB,1929379840,0.4,702.6922303337606,8.902554552307053e-06,0.009697301896351658,pytorch,100.0,0.007488500713018986,1.0,True,0.0037438909025248094,16949970993152,0531,2648666112,0,0.9248571395874023,128,100.0,latency_True_latency_0.4_latency_0.5_latency_False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,31642.060474405116,0531,0.00982777504272164,1.0023446809910106e-05,False,581.5791307376992,5.5,391.4084593739708,0.001459007964476768,16384,35379.99015379791,615606272,1087688704,text_generation,0,0.00878946124289031,0.0014382459349999413,3.057878588859147,0.00905165471156791,700.4409431851797,0.007709817278958475,True,NO_SHARD,544.5638352722829,8.196384366919483e-06,126004950.23111165,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0013329348780571312,0.9502716064453125,0.003348345260479064,DistributedType.MULTI_GPU,0.003694187157415164,0.0,0.1217975597374534,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.008358743631434962,0.5,34910.286826865966,4,0.0,0.0034482278623717954,0,0,128,112.5,32585.956961644475,112.5,5232.385634371894,112.5,632.3190348822307,1087688704,8.210345118207607,4,0.008249277710528524,AMD EPYC 7742 64-Core Processor,0.03180633933394095,9.778250823190956e-06,112.5,7.93619614281703e-09,"April 16, 2025 at 04:28:06 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,False,0.03736619289353152,41.859085074975155,True,False,False,0.001292764145504407
16949970993152,0.9614853858947754,3.683900303218384e-05,saxony,16,False,Germany,131713.96802490795,128,0.005413168871922608,False,100.0,16384,0.9580042362213135,True,0.9703502655029297,4 x NVIDIA A100-PCIE-40GB,1929379840,0.05,0.0,8.91979544005992e-06,0.009595089246107812,pytorch,100.0,0.0072793119345551105,1.0,True,0.003256713445432866,16949970993152,0532,2645934080,0,0.9228014945983887,128,100.0,latency_True_latency_0.05_latency_0.1_latency_True_latency_2.0_latency_5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,30776.134410180646,0532,0.009633184668482862,9.793514911919864e-06,False,878.4057685955307,5.7,401.75199544107704,0.001428715986725365,16384,34679.4648065383,615606272,1087688704,text_generation,5,0.00854892622505018,0.0014237832691833322,3.1386874643834144,0.008810013200611354,531.0970769267469,0.007502035168291066,True,NO_SHARD,567.1464619925775,8.002911361379996e-06,128687725.7387512,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0012990582368802282,0.9773797988891602,0.003655249248304771,DistributedType.MULTI_GPU,0.0036697616994585463,0.0,0.12439075555678104,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.008194675166845578,0.1,34542.321285988124,4,2.0,0.0033561745287728957,0,0,128,112.5,31716.047522200875,112.5,5097.6722536288435,112.5,494.16232687871377,1087688704,8.03918261870776,4,0.008161183195605659,AMD EPYC 7742 64-Core Processor,0.031137205465297413,1.0122781318824059e-05,112.5,7.77074887491678e-09,"April 16, 2025 at 04:29:22 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,True,0.03658721334025221,40.78137802903075,True,False,False,0.001261611379133683
16949970993152,0.9579691886901855,0.00011514337694070985,saxony,16,False,Germany,343904.5347127837,128,0.02029620950473327,False,100.0,16384,0.9589773416519165,True,0.9742398262023927,4 x NVIDIA A100-PCIE-40GB,1929379840,0.05,390.9119067500594,2.7135649190751517e-05,0.024747116021094664,pytorch,100.0,0.018033468037873313,1.0,True,0.008716743599843965,16949970993152,0533,2672799744,0,0.9330511093139648,128,100.0,latency_True_latency_0.05_latency_0.1_latency_True_latency_2.0_latency_8,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,82373.74185441206,0533,0.024570558541716605,3.186366223235882e-05,False,416.12629328931683,99.9,103.87465644004493,0.00522605748494243,16384,88454.01075017978,615606272,1087688704,text_generation,8,0.022881594959558906,0.00525784344980093,0.811520753437851,0.023329767897847513,282.9369702568521,0.018310829093096004,True,NO_SHARD,446.16202660242766,2.762150725645929e-05,49286849.349945284,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.004991803155560775,0.970649242401123,0.00888747508068501,DistributedType.MULTI_GPU,0.00936015427646694,0.0,0.04764112812203337,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.01931263739454181,0.1,89089.61767594078,4,2.0,0.009427413848236012,0,0,128,112.5,83987.16443225104,112.5,19716.070023125212,112.5,384.034299224664,1087688704,20.990267011278302,4,0.0194607500130326,AMD EPYC 7742 64-Core Processor,0.07511768453854373,2.852255826114024e-05,112.5,2.028938780200423e-08,"April 16, 2025 at 04:32:43 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,True,0.09552903742021769,157.7285601850017,True,False,False,0.004820505414429137
16949970993152,0.9760980606079102,6.648193859181513e-05,saxony,16,False,Germany,221306.00308343794,128,0.011235089891204551,False,100.0,16384,0.9587817192077637,True,0.9617156982421875,4 x NVIDIA A100-PCIE-40GB,1929379840,0.05,528.6032385377284,1.673849212207516e-05,0.015648595845829946,pytorch,100.0,0.012301262063227902,1.0,True,0.005961332587468918,16949970993152,0534,2667196416,0,0.9308137893676758,128,100.0,latency_True_latency_0.05_latency_0.1_latency_True_latency_2.0_latency_10,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,54132.495357886735,0534,0.015610934017807056,1.589871519986821e-05,False,549.4461930176312,99.9,185.81137262313732,0.002821950917483264,16384,56199.362464105405,615606272,1087688704,text_generation,10,0.015036804266079649,0.0028430236046551732,1.4516513486182603,0.015177555615682774,549.8463102454826,0.012310744570812382,True,NO_SHARD,599.4147247887628,1.549938653395171e-05,76590651.66326028,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.002850072552748315,0.9664993286132812,0.005946985314083598,DistributedType.MULTI_GPU,0.005781889811794353,0.0,0.07403323801308191,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.012773084385123923,0.1,56334.945044987806,4,2.0,0.005728270585163043,0,0,128,112.5,54639.20021645799,112.5,11021.930310766038,112.5,556.8276166474012,1087688704,13.507446477260617,4,0.012787226896438852,AMD EPYC 7742 64-Core Processor,0.05017231791560306,1.8345344735920045e-05,112.5,1.3056423705553734e-08,"April 16, 2025 at 04:35:12 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,True,0.061473889745399427,88.1754424861283,True,False,False,0.0027200428163177987
16949970993152,0.9773998260498046,5.608828049494976e-05,saxony,16,False,Germany,212036.9374669651,128,0.01041791394246866,False,100.0,16384,0.9528586864471436,True,0.9688396453857422,4 x NVIDIA A100-PCIE-40GB,1929379840,0.05,503.0814842647465,1.438426300406205e-05,0.014901323779534797,pytorch,100.0,0.011726724659149923,1.0,True,0.0054588533314954765,16949970993152,0535,2668765184,0,0.9314217567443848,128,100.0,latency_True_latency_0.05_latency_0.1_latency_True_latency_2.0_latency_20,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,51659.91696736269,0535,0.015318269026418025,1.444140329619054e-05,False,572.4119331566333,90.7,204.18165352152795,0.0027209253345845366,16384,55145.76849510489,615606272,1087688704,text_generation,20,0.014349976935378525,0.00258922499460641,1.595169168136937,0.014329579555047845,348.69841018167534,0.011816933342425173,True,NO_SHARD,580.4712819389375,1.3750612569508302e-05,79938765.3662597,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0024982619496186098,0.9337735176086426,0.00546662371353245,DistributedType.MULTI_GPU,0.005676659293813781,0.0,0.07726955593551993,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.012582902288537312,0.1,53644.76560632527,4,2.0,0.005835494585613946,0,0,128,112.5,51586.486398172245,112.5,10030.284135122201,112.5,501.16577738549813,1087688704,12.941707609067693,4,0.0122985867833032,AMD EPYC 7742 64-Core Processor,0.04842514707341561,1.3512001625188864e-05,112.5,1.2509575240726409e-08,"April 16, 2025 at 04:37:30 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,True,0.05889914929637919,80.24227308097761,True,False,False,0.0026095016636591035
16949970993152,0.9739422798156738,5.490768247781514e-05,saxony,16,False,Germany,193125.86211773453,128,0.008996737508041405,False,100.0,16384,0.9587795734405518,True,0.9486265182495117,4 x NVIDIA A100-PCIE-40GB,1929379840,0.05,592.2085447137215,1.2847449635474087e-05,0.013678831626360237,pytorch,100.0,0.01071952329783521,1.0,True,0.005210950908061933,16949970993152,0536,2667544576,0,0.9308867454528809,128,100.0,latency_True_latency_0.05_latency_0.1_latency_True_latency_4.0_latency_5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,128,1.0,46428.92005939057,0536,0.014109315527709011,1.472908297515691e-05,False,800.930164479368,71.8,233.67739544763108,0.002372788733970082,16384,50793.53589975244,615606272,1087688704,text_generation,5,0.012896922238719603,0.0022853000087161494,1.8256046519346179,0.01296100341769296,598.8491263451493,0.010774071397031015,True,NO_SHARD,521.0471773941958,1.2834746555685418e-05,87766448.30105074,pure_generative,1929379840,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0021740845710264693,0.9816627502441406,0.005374943750280748,DistributedType.MULTI_GPU,0.004937494251970134,0.0,0.08483586724398355,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.01172179771076376,0.1,49243.79385489685,4,4.0,0.004913082526840233,0,0,128,112.5,46659.61230369466,112.5,8764.21956037666,112.5,628.2587532331087,1087688704,11.787467170271883,4,0.011379035214332589,AMD EPYC 7742 64-Core Processor,0.04459442761996257,1.4496403311498725e-05,112.5,1.1393875670687566e-08,"April 16, 2025 at 04:39:31 PM",128,torch.float16,Unknown (no config attribute),112.5,0.0,True,0.05364607281048181,70.11375648301328,True,False,False,0.002164564194328705
