variables_inference_type,variables_sharding_config_fsdp_config_use_orig_params,global_energy_metrics_local_process_results_gpu_energy_process_3,setup_gpu_model,global_energy_metrics_local_process_results_cpu_power_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_2,global_energy_metrics_local_process_results_total_energy_joules_process_0,setup_is_encoder_decoder,variables_max_output_tokens,global_energy_metrics_global_experiment_results_gpu_energy_total,variables_fp_precision,global_energy_metrics_global_experiment_results_gpu_power_avg,variables_latency_simulation_burst_interval,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_local_process_results_cpu_power_process_1,global_energy_metrics_local_process_results_gpu_energy_process_1,global_energy_metrics_local_process_results_total_energy_joules_process_3,variables_latency_simulation_simulate,global_energy_metrics_global_experiment_results_ram_power_avg,variables_backend,variables_config_name,variables_decode_token_to_text,global_energy_metrics_local_process_results_cpu_power_process_3,global_energy_metrics_local_process_results_ram_energy_process_3,global_energy_metrics_local_process_results_gpu_power_process_2,global_energy_metrics_global_derived_quantities_flops_per_joule,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_total_energy_kwh_process_1,compute_metrics_compute_utilisation_cpu_usage_percent,compute_metrics_compute_utilisation_gpu_utilization_percent_1,setup_experiment_id,global_energy_metrics_global_experiment_results_cpu_power_avg,inference_metrics_inference_performance_throughput_queries_per_sec,compute_metrics_compute_utilisation_gpu_utilization_percent_3,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_local_process_results_gpu_energy_process_2,variables_latency_simulation_delay_max,global_energy_metrics_global_derived_quantities_joules_per_flop,compute_metrics_flops,variables_accelerate_config_num_processes,setup_task_type,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_local_process_results_ram_energy_process_0,global_energy_metrics_global_experiment_results_ram_energy_total,variables_latency_simulation_simulate_burst,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_local_process_results_ram_power_process_2,global_energy_metrics_local_process_results_ram_power_process_3,global_energy_metrics_local_process_results_total_energy_kwh_process_3,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_quantisation_load_in_4bit,inference_metrics_raw_inference_metrics_number_input_prompts,model_architecture_total_params,global_energy_metrics_per-process_emissions_3,compute_metrics_memory_gpu_max_memory_allocated_bytes,model_architecture_architecture,variables_quantisation_load_in_8bit,setup_available_cpu_count,variables_query_rate,variables_quantisation_quantization,setup_python_version,global_energy_metrics_global_derived_quantities_joules_per_token,variables_sharding_config_sharding_strategy,variables_decoder_config_decoding_mode,global_energy_metrics_global_experiment_results_cpu_energy_total,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_cpu_energy_process_0,setup_os,inference_metrics_inference_performance_average_latency_ms_per_batch,variables_batching_options_batch_size___fixed_batching,setup_model,compute_metrics_memory_gpu_current_memory_reserved_bytes,global_energy_metrics_experiment_id,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_local_process_results_gpu_power_process_3,variables_batching_options_adaptive_max_tokens,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_local_process_results_cpu_power_process_2,setup_available_gpu_count,setup_date_time,global_energy_metrics_local_process_results_gpu_power_process_0,global_energy_metrics_local_process_results_cpu_energy_process_3,global_energy_metrics_per-process_emissions_2,global_energy_metrics_local_process_results_total_energy_joules_process_1,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_global_experiment_results_total_energy_kwh,inference_metrics_inference_performance_total_inference_time_sec,inference_metrics_raw_inference_metrics_total_input_tokens,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_per-process_emissions_1,global_energy_metrics_local_process_results_ram_power_process_0,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_sharding_config_fsdp_config_cpu_offload,setup_cpu_model,global_energy_metrics_per-process_emissions_0,variables_batching_options_adaptive_batching,global_energy_metrics_local_process_results_ram_energy_process_2,variables_number_input_prompts,global_energy_metrics_local_process_results_total_energy_kwh_process_0,setup_country,setup_region,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_decoder_config_decoder_top_p,variables_latency_simulation_delay_min,variables_decoder_config_decoder_temperature,variables_max_input_tokens,global_energy_metrics_local_process_results_gpu_power_process_1,variables_quantisation_cached_flops_for_quantised_models,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_global_derived_quantities_tokens_per_joule,variables_accelerate_config_distributed_type,variables_latency_simulation_burst_size
pure_generative,False,0.007417333433865636,4 x NVIDIA A100-PCIE-40GB,112.5,0.005995360482098387,21578.551880291117,False,128,0.025371164185800765,torch.float32,682.8906677454199,0.0,16384,112.5,0.0074515242945443205,30873.67851515319,False,0.6440030336380005,pytorch,decoding_greedy_temp_1.2,True,112.5,5.565156176083427e-06,814.8381325496945,161313519.76166314,,0.008621994421389249,4.7,100.0,0046,112.5,5.365593355962074,100.0,9418309632,0.005251621145736074,0,6.199108428589718e-09,16949970993152,4,text_generation,0.0,0.005250685311654735,3.786308004345774e-06,1.8407763826262736e-05,False,0.0007403448546901926,0.6218805313110352,0.631321907043457,0.008576021809764776,8818209280,,128,1100048384,0.0032845487748282345,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.4132512236328,NO_SHARD,greedy,0.003797846952595137,5.661817973713191e-06,0.000739570569310672,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,2981.9628396217013,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0046,21583.297735554195,598.8723069136086,0,1996271616,112.5,4,"April 17, 2025 at 02:35:34 AM",825.7662135157593,0.0011531232197230564,0.002283932575655381,31039.179917001296,0.0011648083088712155,0.6272978782653809,0.029187418902222165,23.85570271697361,16384,105074.7080479998,0.0032670355084298912,0.6955118179321289,686.7959495631454,False,AMD EPYC 7742 64-Core Processor,0.002283430371888028,False,3.394481672120344e-06,128,0.0059940421889697545,Germany,saxony,100.0,,0,1.2,128,492.0860180026175,16949970993152,0,0.15592715225547454,DistributedType.MULTI_GPU,0
pure_generative,False,0.007340573372455417,4 x NVIDIA A100-PCIE-40GB,112.5,0.006031866247874749,21456.75938478317,False,128,0.025631889116611184,torch.float32,699.48412370808,0.0,16384,112.5,0.007775170386799424,30521.49339162444,False,0.6599854230880737,pytorch,decoding_top_p_topp_0.7_temp_1.0,True,112.5,5.616418496678335e-06,798.591268975796,159748202.72182214,,0.009003146464803446,4.7,100.0,0047,112.5,5.426366665116145,100.0,9418309632,0.005288830342174755,0,6.259851334548984e-09,16949970993152,4,text_generation,0.0,0.005227315015181588,3.807856912938661e-06,1.9074711556318266e-05,False,0.0007394839356566082,0.6481876373291016,0.6495523452758789,0.008478192608784567,8818209280,,128,1100048384,0.002297839447127886,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.476092440310615,NO_SHARD,top_p,0.003822452433512808,6.098466103313208e-06,0.0007290880681230192,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,2948.5659535057493,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0047,21714.718492349097,586.7969290793583,0,2006716416,112.5,4,"April 17, 2025 at 02:36:47 AM",873.472773276563,0.001132002817832472,0.003429748645766873,32411.327273292405,0.0012218776119007088,0.6429219245910645,0.029473416261680308,23.588527628045995,16384,106104.29854204912,0.0032297674743164808,0.69927978515625,694.5749331348666,False,AMD EPYC 7742 64-Core Processor,0.002270542357675875,False,3.5519700433880613e-06,128,0.0059602109402175476,Germany,saxony,100.0,0.7,0,1.0,128,539.0755235006028,16949970993152,0,0.15441410221007232,DistributedType.MULTI_GPU,0
pure_generative,False,0.0071935157548077555,4 x NVIDIA A100-PCIE-40GB,112.5,0.006048836207757991,21765.891384033188,False,128,0.02504047836570411,torch.float32,771.1906174200982,0.0,16384,112.5,0.007252889691200082,29928.46187923112,False,0.6591017246246338,pytorch,decoding_top_p_topp_0.8_temp_0.4,True,112.5,5.552992220916621e-06,846.1128033159401,163525497.81387722,,0.008384227502657363,4.7,100.0,0048,112.5,5.286816341771349,100.0,9418309632,0.005299163128215767,0,6.115254277581763e-09,16949970993152,4,text_generation,11.0,0.0052949097914805066,3.8132172477821767e-06,1.8493795458442222e-05,False,0.0007461862038471737,0.6400151252746582,0.6500430107116699,0.008313461633119756,8818209280,,128,1100048384,0.0031939714671373226,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.326500404099095,NO_SHARD,top_p,0.0037336341223817722,5.640710294693562e-06,0.0007473579312809306,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3026.396032255434,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0048,21775.810347928767,917.729705012936,0,2004672512,112.5,4,"April 17, 2025 at 02:37:57 AM",705.3758939888799,0.0011143928860910817,0.002303254534096512,30183.219009566506,0.0011256971011625863,0.6482877731323242,0.028792606283544325,24.21116825804347,16384,103653.38262075957,0.003167013209136971,0.6980609893798828,676.7124917467327,False,AMD EPYC 7742 64-Core Processor,0.0023043041533454068,False,3.4868756950498623e-06,128,0.006046080940009219,Germany,saxony,100.0,0.8,0,0.4,128,615.5440673626367,16949970993152,0,0.15806527086476996,DistributedType.MULTI_GPU,0
pure_generative,False,0.0038411886285025787,4 x NVIDIA A100-PCIE-40GB,112.5,0.00308631179632371,11133.640351720236,False,128,0.013613110612695323,torch.float32,820.4018513135022,0.0,16384,112.5,0.004230997273682924,15682.056306349341,False,0.6487466096878052,pytorch,batching_64,True,112.5,2.55085491404274e-06,1028.4157998151736,306467035.5970081,,0.004828119190678146,4.8,100.0,0049,112.5,12.516797198360772,100.0,10513022976,0.0027685130481396314,0,3.2629936790818837e-09,16949970993152,4,text_generation,0.0,0.002772411662370189,1.7056172670459097e-06,8.820088647192919e-06,False,0.0003162926918721496,0.6280217170715332,0.6259260177612305,0.004356126751763706,8818209280,,128,1100048384,0.001659466486084384,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3.375710950395279,NO_SHARD,,0.001741304912900887,3.057560154175974e-06,0.0003185605958406086,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,5113.129100500373,64,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10513022976,0049,11110.722466765357,587.3678824734434,0,1998606336,112.5,4,"April 17, 2025 at 02:38:50 AM",1033.2148821856483,0.0005123872683470835,0.0011781556366632843,17381.229086441323,0.0005940643568410452,0.6449775695800781,0.015363235614243406,10.226258201000746,16384,55307.64821127625,0.0018392720056888397,0.6960611343383789,1602.1500413901788,False,AMD EPYC 7742 64-Core Processor,0.0011757304788095175,False,1.506056311928295e-06,128,0.0030926778754778433,Germany,saxony,100.0,,0,1.0,128,632.6088407797432,16949970993152,0,0.29623389404323996,DistributedType.MULTI_GPU,0
pure_generative,False,0.007447486235763634,4 x NVIDIA A100-PCIE-40GB,112.5,0.006173048720495821,22503.728426303584,False,128,0.025974002168079657,torch.float32,448.5371236233001,4.0,16384,112.5,0.007686942816217623,31032.620153967284,True,0.6478335857391357,pytorch,latency_burst_0.1_0.2_4.0_20,True,112.5,5.663666199196702e-06,796.183546447138,157122089.30708313,,0.008921773557166647,5.6,100.0,0050,112.5,5.127092326929767,100.0,9418309632,0.005401283487691089,0.2,6.3644774863296045e-09,16949970993152,4,text_generation,11.0,0.005438289628407311,4.205547630298948e-06,1.9500878606139062e-05,True,0.0007681551155619673,0.6261820793151855,0.6297726631164551,0.008620172264990912,8818209280,,128,1100048384,0.0033987496366026343,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.584332811270493,NO_SHARD,,0.003972527169940804,6.0215475338773095e-06,0.00080854049793561,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3120.6771752404165,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0050,22222.975393784956,543.8520258608343,0,2000941056,112.5,4,"April 17, 2025 at 02:40:04 AM",0.0,0.0011670223630280813,0.002351622910072883,32118.38480579993,0.0012288091934151452,0.637657642364502,0.029966030216626596,24.965417401923332,16384,107877.70877985575,0.003283854624348288,0.6977219581604004,656.2678178470102,False,AMD EPYC 7742 64-Core Processor,0.0023813320400000973,False,3.610117242766103e-06,128,0.006251035673973218,Germany,saxony,100.0,,0.1,1.0,128,454.11292218522794,16949970993152,0,0.15187567649804795,DistributedType.MULTI_GPU,20
pure_generative,False,0.00720587937580941,4 x NVIDIA A100-PCIE-40GB,112.5,0.006083209556681358,21533.720016957093,False,128,0.025380578915563667,torch.float32,678.290811777213,0.0,16384,112.5,0.007606073029301719,29959.47933980097,False,0.6566494703292847,pytorch,decoding_top_k_topk_500_temp_1.4,True,112.5,5.49416867333277e-06,649.8907823283083,161276476.4514908,500,0.008807246864456098,4.8,100.0,0051,112.5,5.377969871530661,100.0,9418309632,0.005328137873617855,0,6.200532290899739e-09,16949970993152,4,text_generation,2.0,0.005240488636834684,3.827519193106957e-06,1.8815914746390954e-05,False,0.0007515500120625803,0.6418633460998535,0.6421008110046387,0.008322077594389158,8818209280,,128,1100048384,0.0033551206930145508,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.414724272024713,NO_SHARD,top_k,0.0037947280788157515,5.9725558790289e-06,0.000737272737571402,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,2975.1003412457067,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0051,21899.554404052888,659.6864008164538,0,2006859776,112.5,4,"April 17, 2025 at 02:41:15 AM",841.4050106618092,0.001110704049906417,0.00317029545958255,31706.088712041954,0.0011952012792753517,0.6441607475280762,0.02919412290912581,23.800802729965653,16384,105098.84247285289,0.0022786862890166125,0.6984729766845703,688.3801435559246,False,AMD EPYC 7742 64-Core Processor,0.0023173986806177636,False,3.52167100092233e-06,128,0.005981588893599192,Germany,saxony,100.0,,0,1.4,128,562.1810533022802,16949970993152,0,0.1558913458464778,DistributedType.MULTI_GPU,0
pure_generative,False,0.007838690715395558,4 x NVIDIA A100-PCIE-40GB,112.5,0.006568817412498192,23787.363383139564,False,128,0.027366137726241746,torch.float32,651.2121685740527,0.0,16384,112.5,0.008049012272542733,32748.41706772008,True,0.6486911773681641,pytorch,latency_const_0.4_0.5,True,112.5,6.246082825880223e-06,777.4482477869533,148822941.49703917,,0.00936389236545349,4.7,100.0,0052,112.5,4.665672117000221,100.0,9418309632,0.005723858467975518,0.5,6.719394133329202e-09,16949970993152,4,text_generation,7.0,0.005754576270327938,4.4314738037596935e-06,2.0996618349370558e-05,False,0.0008409437717491528,0.633094310760498,0.6442351341247559,0.009096782518811132,8818209280,,128,1100048384,0.0025023909932911865,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.951509744353375,NO_SHARD,,0.004249958891932693,6.303888946210109e-06,0.0008485931956292917,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3429.3022738784202,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0052,23647.742684993493,616.5767203242821,0,1998864384,112.5,4,"April 17, 2025 at 02:42:31 AM",752.8610167329799,0.0012518457205896994,0.002517165578001949,33710.01251563257,0.001308576203964549,0.6205844879150391,0.031637093236523806,27.434418191027362,16384,113893.5356514857,0.003465419300541101,0.6968507766723633,597.2060309760283,False,AMD EPYC 7742 64-Core Processor,0.0035671747966195076,False,4.015172773520532e-06,128,0.0066076009397609894,Germany,saxony,100.0,,0.4,1.0,128,457.9626894519958,16949970993152,0,0.143853642845324,DistributedType.MULTI_GPU,0
pure_generative,False,0.007228818560824912,4 x NVIDIA A100-PCIE-40GB,112.5,0.006082496252081636,21869.861221196956,False,128,0.025429850343865468,torch.float32,715.5079280944763,0.0,16384,112.5,0.007553110764702886,30079.54459634106,False,0.6596750020980835,pytorch,decoding_top_p_topp_0.9_temp_0.2,True,112.5,5.5491693395218485e-06,833.9726971671112,160881531.83588454,,0.008752904177201426,4.7,100.0,0056,112.5,5.275812433925644,100.0,9418309632,0.005326797039216125,0,6.215753844388437e-09,16949970993152,4,text_generation,10.0,0.005321123979121545,3.84720792834568e-06,1.8912815660753716e-05,False,0.0007521179488776396,0.650947093963623,0.6472020149230957,0.008355429054539183,8818209280,,128,1100048384,0.0033344188463048834,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.430471640805483,NO_SHARD,top_p,0.003817027774628514,5.935174405013569e-06,0.000749990263282598,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3032.7082701260224,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0056,21896.98650749389,660.6836610211011,0,2008948736,112.5,4,"April 17, 2025 at 03:15:55 AM",856.3538841675671,0.0011210613243747502,0.003183000698326702,31510.455037925134,0.0011938582380935261,0.6406631469726562,0.029265790934154733,24.26166616100818,16384,105356.84736295704,0.002314256564504161,0.699887752532959,675.3039915424824,False,AMD EPYC 7742 64-Core Processor,0.002317126947230499,False,3.581263987872618e-06,128,0.006074961450332488,Germany,saxony,100.0,0.9,0,0.2,128,511.0214700221252,16949970993152,0,0.15550958869865097,DistributedType.MULTI_GPU,0
pure_generative,False,0.007452931240116811,4 x NVIDIA A100-PCIE-40GB,112.5,0.006433936813875056,23076.938196448053,False,128,0.02624750016464894,torch.float32,685.1342563826224,2.0,16384,112.5,0.007601522192322463,31094.863013431957,True,0.6477903127670288,pytorch,latency_burst_0.05_0.1_2.0_5,True,112.5,5.711712618279199e-06,816.0946235178455,155378608.27664793,,0.008820615362404197,4.8,100.0,0057,112.5,4.824800128530023,100.0,9418309632,0.005606180873830802,0.1,6.43589237341812e-09,16949970993152,4,text_generation,0.0,0.005586865858378864,4.262133461464579e-06,1.9736901795850558e-05,True,0.0008238685144388002,0.6347408294677735,0.6287555694580078,0.008637461948175544,8818209280,,128,1100048384,0.002451008229245703,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.6582146633597,NO_SHARD,,0.004035037668134464,5.875630110653591e-06,0.0008191326182841295,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3316.1995468763052,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0057,23162.172529950203,614.0238228903697,0,2014208000,112.5,4,"April 17, 2025 at 03:17:08 AM",885.229580973366,0.0011788189954404515,0.003360213422307879,31754.21530465511,0.001213217539971083,0.6255784034729004,0.030302274734579256,26.529596375010442,16384,109088.18904448532,0.0024419887794269127,0.7020864486694336,617.5744164518429,False,AMD EPYC 7742 64-Core Processor,0.0032904411291574736,False,3.887425605453188e-06,128,0.006410260610124459,Germany,saxony,100.0,,0.05,1.0,128,425.18899814890875,16949970993152,0,0.15019041147817325,DistributedType.MULTI_GPU,5
pure_generative,False,0.007342408929477351,4 x NVIDIA A100-PCIE-40GB,112.5,0.00607338715708865,21738.559129156325,False,128,0.02565846830453289,torch.float32,623.2500511104873,0.0,16384,112.5,0.007706993943368268,30549.07488267932,False,0.6638005971908569,pytorch,decoding_top_p_topp_0.8_temp_0.8,True,112.5,5.603587188188103e-06,768.2584016370289,159444734.03335327,,0.008931782619411136,4.7,100.0,0058,112.5,5.304213779811604,100.0,9418309632,0.005318751754996853,0,6.2717656124711916e-09,16949970993152,4,text_generation,11.0,0.005290313676690417,3.994040108420843e-06,1.9400282892575787e-05,False,0.0007509535608787699,0.6664009094238281,0.6431550979614258,0.008485854134077589,8818209280,,128,1100048384,0.0023136568374929212,8818209280,Unknown (no config attribute),,128,1.0,,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",6.488418286574395,NO_SHARD,top_p,0.0038516439701397755,6.120814382940312e-06,0.0007441809301890316,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3016.469671885716,16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9418309632,0058,21864.19376551914,617.1143279771768,0,2007851008,112.5,4,"April 17, 2025 at 03:18:21 AM",705.7380440881593,0.0011378416174120504,0.0032326861323768575,32154.41742988009,0.0012186678616599234,0.6460247039794923,0.02952951255756524,24.131757375085726,16384,106306.24520723488,0.0023003622500700287,0.6996216773986816,678.9393638158853,False,AMD EPYC 7742 64-Core Processor,0.0034025625888646723,False,3.681841213026527e-06,128,0.0060384886469878685,Germany,saxony,100.0,0.8,0,0.8,128,401.88943073958416,16949970993152,0,0.1541207665463191,DistributedType.MULTI_GPU,0
