global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_local_process_results_cpu_power_process_2,variables_sharding_config_fsdp_config_cpu_offload,variables_sharding_config_sharding_strategy,variables_quantisation_quantization,inference_metrics_raw_inference_metrics_total_input_tokens,setup_experiment_id,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_inference_type,compute_metrics_memory_gpu_max_memory_reserved_bytes,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_per-process_emissions_3,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_fp_precision,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_global_experiment_results_total_energy_kwh,setup_available_cpu_count,global_energy_metrics_local_process_results_cpu_power_process_3,setup_date_time,variables_latency_simulation_simulate_burst,global_energy_metrics_global_derived_quantities_joules_per_flop,variables_number_input_prompts,global_energy_metrics_local_process_results_total_energy_joules_process_0,variables_max_input_tokens,setup_task_type,variables_sharding_config_fsdp_config_use_orig_params,global_energy_metrics_global_experiment_results_ram_energy_total,global_energy_metrics_global_derived_quantities_tokens_per_joule,variables_quantisation_load_in_8bit,global_energy_metrics_per-process_emissions_1,variables_backend,variables_latency_simulation_delay_min,variables_batching_options_adaptive_batching,setup_model,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_local_process_results_gpu_energy_process_3,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_gpu_power_process_0,variables_latency_simulation_delay_max,inference_metrics_inference_performance_total_inference_time_sec,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_global_experiment_results_cpu_energy_total,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_per-process_emissions_2,global_energy_metrics_local_process_results_total_energy_joules_process_2,variables_batching_options_max_batch_size___adaptive_batching,variables_accelerate_config_distributed_type,global_energy_metrics_local_process_results_gpu_power_process_2,global_energy_metrics_local_process_results_ram_power_process_3,inference_metrics_raw_inference_metrics_total_generated_tokens,model_architecture_architecture,global_energy_metrics_local_process_results_gpu_power_process_3,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_local_process_results_ram_power_process_2,compute_metrics_compute_utilisation_gpu_utilization_percent_1,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_local_process_results_cpu_energy_process_3,global_energy_metrics_local_process_results_total_energy_kwh_process_1,setup_os,global_energy_metrics_local_process_results_cpu_energy_process_0,variables_batching_options_adaptive_max_tokens,global_energy_metrics_local_process_results_ram_energy_process_3,compute_metrics_memory_gpu_max_memory_allocated_bytes,variables_decoder_config_decoder_top_p,variables_decoder_config_decoder_temperature,model_architecture_total_params,variables_accelerate_config_num_processes,setup_is_encoder_decoder,global_energy_metrics_global_experiment_results_gpu_energy_total,global_energy_metrics_experiment_id,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_total_energy_joules_process_3,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_latency_simulation_simulate,global_energy_metrics_local_process_results_ram_power_process_0,global_energy_metrics_global_derived_quantities_joules_per_token,variables_max_output_tokens,compute_metrics_flops,global_energy_metrics_local_process_results_ram_energy_process_0,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_local_process_results_cpu_energy_process_2,compute_metrics_compute_utilisation_gpu_utilization_percent_0,variables_quantisation_load_in_4bit,variables_latency_simulation_burst_interval,global_energy_metrics_local_process_results_ram_energy_process_1,variables_decoder_config_decoder_top_k,inference_metrics_raw_inference_metrics_number_input_prompts,setup_region,global_energy_metrics_local_process_results_total_energy_kwh_process_2,setup_gpu_model,global_energy_metrics_per-process_emissions_0,variables_config_name,setup_python_version,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_global_experiment_results_ram_power_avg,variables_decode_token_to_text,compute_metrics_memory_gpu_current_memory_reserved_bytes,global_energy_metrics_global_experiment_results_gpu_power_avg,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_quantisation_cached_flops_for_quantised_models,variables_query_rate,variables_latency_simulation_burst_size,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_local_process_results_total_energy_joules_process_1,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_local_process_results_cpu_power_process_1,global_energy_metrics_local_process_results_cpu_power_process_0,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_local_process_results_gpu_energy_process_1,setup_available_gpu_count,setup_cpu_model,global_energy_metrics_local_process_results_gpu_energy_process_0,setup_country
0.0085760218097647,112.5,False,NO_SHARD,,16384,46,686.7959495631454,pure_generative,9418309632,2981.9628396217013,0.0032845487748282,100.0,torch.float32,0.0059940421889697,0.0291874189022221,128,112.5,"April 17, 2025 at 02:35:34 AM",False,6.199108428589718e-09,128,21578.55188029112,128,text_generation,False,1.8407763826262736e-05,0.1559271522554745,,0.0032670355084298,pytorch,0.0,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.365593355962074,0.0074173334338656,greedy,825.7662135157593,0.0,23.85570271697361,1996271616,0.0037978469525951,3.394481672120344e-06,0.0022839325756553,21583.297735554195,0,DistributedType.MULTI_GPU,814.8381325496945,0.631321907043457,16384,Unknown (no config attribute),598.8723069136086,0.0011648083088712,0.6218805313110352,100.0,16,0.001153123219723,0.0086219944213892,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0007395705693106,0,5.565156176083427e-06,8818209280,,1.2,1100048384,4,False,0.0253711641858007,46,0.005251621145736,161313519.76166314,30873.67851515319,8818209280,False,0.6955118179321289,6.4132512236328,128,16949970993152,3.786308004345774e-06,4.7,0.0007403448546901,0.0,,0.0,5.661817973713191e-06,,128,saxony,0.0059953604820983,4 x NVIDIA A100-PCIE-40GB,0.002283430371888,decoding_greedy_temp_1.2,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6440030336380005,True,9418309632,682.8906677454199,100.0,16949970993152,1.0,0,492.0860180026175,31039.179917001296,105074.7080479998,112.5,112.5,0.6272978782653809,0.0074515242945443,4,AMD EPYC 7742 64-Core Processor,0.0052506853116547,Germany
0.0084781926087845,112.5,False,NO_SHARD,,16384,47,694.5749331348666,pure_generative,9418309632,2948.5659535057493,0.0022978394471278,100.0,torch.float32,0.0059602109402175,0.0294734162616803,128,112.5,"April 17, 2025 at 02:36:47 AM",False,6.259851334548984e-09,128,21456.75938478317,128,text_generation,False,1.9074711556318266e-05,0.1544141022100723,,0.0032297674743164,pytorch,0.0,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.426366665116145,0.0073405733724554,top_p,873.472773276563,0.0,23.588527628045995,2006716416,0.0038224524335128,3.5519700433880613e-06,0.0034297486457668,21714.718492349097,0,DistributedType.MULTI_GPU,798.591268975796,0.6495523452758789,16384,Unknown (no config attribute),586.7969290793583,0.0012218776119007,0.6481876373291016,100.0,16,0.0011320028178324,0.0090031464648034,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.000729088068123,0,5.616418496678335e-06,8818209280,0.7,1.0,1100048384,4,False,0.0256318891166111,47,0.0052888303421747,159748202.72182214,30521.49339162444,8818209280,False,0.69927978515625,6.476092440310615,128,16949970993152,3.807856912938661e-06,4.7,0.0007394839356566,0.0,,0.0,6.098466103313208e-06,,128,saxony,0.0060318662478747,4 x NVIDIA A100-PCIE-40GB,0.0022705423576758,decoding_top_p_topp_0.7_temp_1.0,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6599854230880737,True,9418309632,699.48412370808,100.0,16949970993152,1.0,0,539.0755235006028,32411.327273292405,106104.29854204912,112.5,112.5,0.6429219245910645,0.0077751703867994,4,AMD EPYC 7742 64-Core Processor,0.0052273150151815,Germany
0.0083134616331197,112.5,False,NO_SHARD,,16384,48,676.7124917467327,pure_generative,9418309632,3026.396032255434,0.0031939714671373,100.0,torch.float32,0.0060460809400092,0.0287926062835443,128,112.5,"April 17, 2025 at 02:37:57 AM",False,6.115254277581763e-09,128,21765.891384033188,128,text_generation,False,1.8493795458442222e-05,0.1580652708647699,,0.0031670132091369,pytorch,0.0,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.286816341771349,0.0071935157548077,top_p,705.3758939888799,0.0,24.21116825804347,2004672512,0.0037336341223817,3.4868756950498623e-06,0.0023032545340965,21775.810347928767,0,DistributedType.MULTI_GPU,846.1128033159401,0.6500430107116699,16384,Unknown (no config attribute),917.729705012936,0.0011256971011625,0.6400151252746582,100.0,16,0.001114392886091,0.0083842275026573,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0007473579312809,0,5.552992220916621e-06,8818209280,0.8,0.4,1100048384,4,False,0.0250404783657041,48,0.0052991631282157,163525497.81387722,29928.46187923112,8818209280,False,0.6980609893798828,6.326500404099095,128,16949970993152,3.8132172477821767e-06,4.7,0.0007461862038471,11.0,,0.0,5.640710294693562e-06,,128,saxony,0.0060488362077579,4 x NVIDIA A100-PCIE-40GB,0.0023043041533454,decoding_top_p_topp_0.8_temp_0.4,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6591017246246338,True,9418309632,771.1906174200982,100.0,16949970993152,1.0,0,615.5440673626367,30183.219009566503,103653.38262075956,112.5,112.5,0.6482877731323242,0.0072528896912,4,AMD EPYC 7742 64-Core Processor,0.0052949097914805,Germany
0.0043561267517637,112.5,False,NO_SHARD,,16384,49,1602.1500413901788,pure_generative,10513022976,5113.129100500373,0.0016594664860843,100.0,torch.float32,0.0030926778754778,0.0153632356142434,128,112.5,"April 17, 2025 at 02:38:50 AM",False,3.2629936790818837e-09,128,11133.640351720236,128,text_generation,False,8.820088647192919e-06,0.2962338940432399,,0.0018392720056888,pytorch,0.0,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,12.516797198360772,0.0038411886285025,,1033.2148821856483,0.0,10.226258201000746,1998606336,0.0017413049129008,1.506056311928295e-06,0.0011781556366632,11110.722466765355,0,DistributedType.MULTI_GPU,1028.4157998151736,0.6259260177612305,16384,Unknown (no config attribute),587.3678824734434,0.000594064356841,0.6280217170715332,100.0,64,0.000512387268347,0.0048281191906781,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0003185605958406,0,2.55085491404274e-06,8818209280,,1.0,1100048384,4,False,0.0136131106126953,49,0.0027685130481396,306467035.5970081,15682.05630634934,8818209280,False,0.6960611343383789,3.375710950395279,128,16949970993152,1.7056172670459097e-06,4.8,0.0003162926918721,0.0,,0.0,3.057560154175974e-06,,128,saxony,0.0030863117963237,4 x NVIDIA A100-PCIE-40GB,0.0011757304788095,batching_64,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6487466096878052,True,10513022976,820.4018513135022,100.0,16949970993152,1.0,0,632.6088407797432,17381.229086441323,55307.64821127625,112.5,112.5,0.6449775695800781,0.0042309972736829,4,AMD EPYC 7742 64-Core Processor,0.0027724116623701,Germany
0.0086201722649909,112.5,False,NO_SHARD,,16384,50,656.2678178470102,pure_generative,9418309632,3120.6771752404165,0.0033987496366026,100.0,torch.float32,0.0062510356739732,0.0299660302166265,128,112.5,"April 17, 2025 at 02:40:04 AM",True,6.3644774863296045e-09,128,22503.728426303584,128,text_generation,False,1.9500878606139065e-05,0.1518756764980479,,0.0032838546243482,pytorch,0.1,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.127092326929767,0.0074474862357636,,0.0,0.2,24.96541740192333,2000941056,0.0039725271699408,3.610117242766103e-06,0.0023516229100728,22222.97539378496,0,DistributedType.MULTI_GPU,796.183546447138,0.6297726631164551,16384,Unknown (no config attribute),543.8520258608343,0.0012288091934151,0.6261820793151855,100.0,16,0.001167022363028,0.0089217735571666,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0008085404979356,0,5.663666199196702e-06,8818209280,,1.0,1100048384,4,False,0.0259740021680796,50,0.005401283487691,157122089.30708313,31032.620153967284,8818209280,True,0.6977219581604004,6.584332811270493,128,16949970993152,4.205547630298948e-06,5.6,0.0007681551155619,11.0,,4.0,6.0215475338773095e-06,,128,saxony,0.0061730487204958,4 x NVIDIA A100-PCIE-40GB,0.00238133204,latency_burst_0.1_0.2_4.0_20,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6478335857391357,True,9418309632,448.5371236233001,100.0,16949970993152,1.0,20,454.112922185228,32118.38480579993,107877.70877985576,112.5,112.5,0.637657642364502,0.0076869428162176,4,AMD EPYC 7742 64-Core Processor,0.0054382896284073,Germany
0.0083220775943891,112.5,False,NO_SHARD,,16384,51,688.3801435559246,pure_generative,9418309632,2975.1003412457067,0.0033551206930145,100.0,torch.float32,0.0059815888935991,0.0291941229091258,128,112.5,"April 17, 2025 at 02:41:15 AM",False,6.200532290899739e-09,128,21533.720016957093,128,text_generation,False,1.8815914746390954e-05,0.1558913458464778,,0.0022786862890166,pytorch,0.0,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.377969871530661,0.0072058793758094,top_k,841.4050106618092,0.0,23.800802729965653,2006859776,0.0037947280788157,3.52167100092233e-06,0.0031702954595825,21899.554404052888,0,DistributedType.MULTI_GPU,649.8907823283083,0.6421008110046387,16384,Unknown (no config attribute),659.6864008164538,0.0011952012792753,0.6418633460998535,100.0,16,0.0011107040499064,0.008807246864456,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0007372727375714,0,5.49416867333277e-06,8818209280,,1.4,1100048384,4,False,0.0253805789155636,51,0.0053281378736178,161276476.4514908,29959.47933980097,8818209280,False,0.6984729766845703,6.414724272024713,128,16949970993152,3.827519193106957e-06,4.8,0.0007515500120625,2.0,,0.0,5.9725558790289e-06,500.0,128,saxony,0.0060832095566813,4 x NVIDIA A100-PCIE-40GB,0.0023173986806177,decoding_top_k_topk_500_temp_1.4,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6566494703292847,True,9418309632,678.290811777213,100.0,16949970993152,1.0,0,562.1810533022802,31706.088712041957,105098.84247285288,112.5,112.5,0.6441607475280762,0.0076060730293017,4,AMD EPYC 7742 64-Core Processor,0.0052404886368346,Germany
0.0090967825188111,112.5,False,NO_SHARD,,16384,52,597.2060309760283,pure_generative,9418309632,3429.30227387842,0.0025023909932911,100.0,torch.float32,0.0066076009397609,0.0316370932365238,128,112.5,"April 17, 2025 at 02:42:31 AM",False,6.7193941333292025e-09,128,23787.363383139564,128,text_generation,False,2.099661834937056e-05,0.143853642845324,,0.0034654193005411,pytorch,0.4,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4.665672117000221,0.0078386907153955,,752.8610167329799,0.5,27.43441819102736,1998864384,0.0042499588919326,4.015172773520532e-06,0.0025171655780019,23647.742684993493,0,DistributedType.MULTI_GPU,777.4482477869533,0.6442351341247559,16384,Unknown (no config attribute),616.5767203242821,0.0013085762039645,0.633094310760498,100.0,16,0.0012518457205896,0.0093638923654534,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0008485931956292,0,6.246082825880223e-06,8818209280,,1.0,1100048384,4,False,0.0273661377262417,52,0.0057238584679755,148822941.49703917,32748.41706772008,8818209280,True,0.6968507766723633,6.951509744353375,128,16949970993152,4.4314738037596935e-06,4.7,0.0008409437717491,7.0,,0.0,6.303888946210109e-06,,128,saxony,0.0065688174124981,4 x NVIDIA A100-PCIE-40GB,0.0035671747966195,latency_const_0.4_0.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6486911773681641,True,9418309632,651.2121685740527,100.0,16949970993152,1.0,0,457.9626894519958,33710.01251563257,113893.5356514857,112.5,112.5,0.6205844879150391,0.0080490122725427,4,AMD EPYC 7742 64-Core Processor,0.0057545762703279,Germany
0.0083554290545391,112.5,False,NO_SHARD,,16384,56,675.3039915424824,pure_generative,9418309632,3032.7082701260224,0.0033344188463048,100.0,torch.float32,0.0060749614503324,0.0292657909341547,128,112.5,"April 17, 2025 at 03:15:55 AM",False,6.2157538443884375e-09,128,21869.86122119696,128,text_generation,False,1.891281566075372e-05,0.1555095886986509,,0.0023142565645041,pytorch,0.0,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.275812433925644,0.0072288185608249,top_p,856.3538841675671,0.0,24.26166616100818,2008948736,0.0038170277746285,3.581263987872618e-06,0.0031830006983267,21896.98650749389,0,DistributedType.MULTI_GPU,833.9726971671112,0.6472020149230957,16384,Unknown (no config attribute),660.6836610211011,0.0011938582380935,0.650947093963623,100.0,16,0.0011210613243747,0.0087529041772014,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0007499902632825,0,5.5491693395218485e-06,8818209280,0.9,0.2,1100048384,4,False,0.0254298503438654,56,0.0053267970392161,160881531.83588454,30079.54459634106,8818209280,False,0.699887752532959,6.430471640805483,128,16949970993152,3.84720792834568e-06,4.7,0.0007521179488776,10.0,,0.0,5.935174405013569e-06,,128,saxony,0.0060824962520816,4 x NVIDIA A100-PCIE-40GB,0.0023171269472304,decoding_top_p_topp_0.9_temp_0.2,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6596750020980835,True,9418309632,715.5079280944763,100.0,16949970993152,1.0,0,511.0214700221252,31510.45503792513,105356.84736295704,112.5,112.5,0.6406631469726562,0.0075531107647028,4,AMD EPYC 7742 64-Core Processor,0.0053211239791215,Germany
0.0086374619481755,112.5,False,NO_SHARD,,16384,57,617.5744164518429,pure_generative,9418309632,3316.199546876305,0.0024510082292457,100.0,torch.float32,0.0064102606101244,0.0303022747345792,128,112.5,"April 17, 2025 at 03:17:08 AM",True,6.43589237341812e-09,128,23076.938196448053,128,text_generation,False,1.973690179585056e-05,0.1501904114781732,,0.0024419887794269,pytorch,0.05,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4.824800128530023,0.0074529312401168,,885.229580973366,0.1,26.52959637501044,2014208000,0.0040350376681344,3.887425605453188e-06,0.0033602134223078,23162.172529950203,0,DistributedType.MULTI_GPU,816.0946235178455,0.6287555694580078,16384,Unknown (no config attribute),614.0238228903697,0.001213217539971,0.6347408294677735,100.0,16,0.0011788189954404,0.0088206153624041,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0008191326182841,0,5.711712618279199e-06,8818209280,,1.0,1100048384,4,False,0.0262475001646489,57,0.0056061808738308,155378608.27664793,31094.86301343196,8818209280,True,0.7020864486694336,6.6582146633597,128,16949970993152,4.262133461464579e-06,4.8,0.0008238685144388,0.0,,2.0,5.875630110653591e-06,,128,saxony,0.006433936813875,4 x NVIDIA A100-PCIE-40GB,0.0032904411291574,latency_burst_0.05_0.1_2.0_5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6477903127670288,True,9418309632,685.1342563826224,100.0,16949970993152,1.0,5,425.1889981489088,31754.21530465511,109088.18904448532,112.5,112.5,0.6255784034729004,0.0076015221923224,4,AMD EPYC 7742 64-Core Processor,0.0055868658583788,Germany
0.0084858541340775,112.5,False,NO_SHARD,,16384,58,678.9393638158853,pure_generative,9418309632,3016.469671885716,0.0023136568374929,100.0,torch.float32,0.0060384886469878,0.0295295125575652,128,112.5,"April 17, 2025 at 03:18:21 AM",False,6.2717656124711916e-09,128,21738.559129156325,128,text_generation,False,1.9400282892575787e-05,0.1541207665463191,,0.00230036225007,pytorch,0.0,False,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.304213779811604,0.0073424089294773,top_p,705.7380440881593,0.0,24.131757375085726,2007851008,0.0038516439701397,3.681841213026527e-06,0.0032326861323768,21864.19376551914,0,DistributedType.MULTI_GPU,768.2584016370289,0.6431550979614258,16384,Unknown (no config attribute),617.1143279771768,0.0012186678616599,0.6664009094238281,100.0,16,0.001137841617412,0.0089317826194111,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.000744180930189,0,5.603587188188103e-06,8818209280,0.8,0.8,1100048384,4,False,0.0256584683045328,58,0.0053187517549968,159444734.03335327,30549.07488267932,8818209280,False,0.6996216773986816,6.488418286574395,128,16949970993152,3.994040108420843e-06,4.7,0.0007509535608787,11.0,,0.0,6.120814382940312e-06,,128,saxony,0.0060733871570886,4 x NVIDIA A100-PCIE-40GB,0.0034025625888646,decoding_top_p_topp_0.8_temp_0.8,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,0.6638005971908569,True,9418309632,623.2500511104873,100.0,16949970993152,1.0,0,401.88943073958416,32154.41742988009,106306.24520723488,112.5,112.5,0.6460247039794923,0.0077069939433682,4,AMD EPYC 7742 64-Core Processor,0.0052903136766904,Germany
