global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_global_experiment_results_gpu_power_avg,global_energy_metrics_local_process_results_gpu_energy_process_2,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_local_process_results_ram_energy_process_0,variables_decoder_config_decoder_top_p,variables_query_rate,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_local_process_results_cpu_power_process_0,setup_available_gpu_count,inference_metrics_raw_inference_metrics_number_input_prompts,setup_region,global_energy_metrics_global_experiment_results_cpu_energy_total,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_gpu_energy_process_1,global_energy_metrics_local_process_results_cpu_energy_process_1,inference_metrics_inference_performance_throughput_queries_per_sec,variables_latency_simulation_delay_max,variables_latency_simulation_simulate_burst,global_energy_metrics_global_experiment_results_gpu_energy_total,setup_os,inference_metrics_raw_inference_metrics_total_generated_tokens,setup_model,variables_accelerate_config_num_processes,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_batching_options_adaptive_max_tokens,global_energy_metrics_per-process_emissions_0,variables_max_output_tokens,variables_decoder_config_decoder_temperature,global_energy_metrics_local_process_results_total_energy_kwh_process_2,global_energy_metrics_per-process_emissions_3,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_local_process_results_cpu_power_process_1,variables_quantisation_load_in_8bit,variables_backend,global_energy_metrics_local_process_results_cpu_energy_process_3,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_local_process_results_ram_power_process_0,variables_sharding_config_sharding_strategy,compute_metrics_memory_gpu_max_memory_allocated_bytes,setup_python_version,compute_metrics_flops,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_global_experiment_results_ram_power_avg,model_architecture_total_params,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_ram_power_process_1,inference_metrics_inference_performance_total_inference_time_sec,global_energy_metrics_local_process_results_gpu_energy_process_0,setup_country,setup_gpu_model,inference_metrics_raw_inference_metrics_total_input_tokens,setup_date_time,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_experiment_id,global_energy_metrics_global_experiment_results_cpu_power_avg,variables_batching_options_batch_size___fixed_batching,setup_is_encoder_decoder,variables_sharding_config_fsdp_config_use_orig_params,setup_cpu_model,variables_latency_simulation_burst_size,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_local_process_results_gpu_power_process_3,variables_latency_simulation_burst_interval,variables_number_input_prompts,global_energy_metrics_global_experiment_results_total_energy_joules,variables_sharding_config_fsdp_config_cpu_offload,model_architecture_architecture,variables_max_input_tokens,global_energy_metrics_local_process_results_total_energy_joules_process_0,global_energy_metrics_global_derived_quantities_joules_per_flop,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_latency_simulation_simulate,inference_metrics_inference_performance_throughput_tokens_per_sec,global_energy_metrics_global_experiment_results_ram_energy_total,global_energy_metrics_global_experiment_results_total_energy_kwh,variables_config_name,global_energy_metrics_local_process_results_ram_power_process_2,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_ram_energy_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_2,setup_cycle_id,global_energy_metrics_local_process_results_gpu_energy_process_3,variables_latency_simulation_delay_min,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_decode_token_to_text,setup_available_cpu_count,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_local_process_results_cpu_power_process_3,variables_fp_precision,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_local_process_results_cpu_energy_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_per-process_emissions_1,global_energy_metrics_local_process_results_ram_power_process_3,setup_task_type,global_energy_metrics_local_process_results_gpu_power_process_2,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_cpu_power_process_2,compute_metrics_compute_utilisation_gpu_utilization_percent_0,variables_quantisation_cached_flops_for_quantised_models,variables_quantisation_quantization,variables_inference_type,variables_accelerate_config_distributed_type,inference_metrics_inference_performance_average_latency_ms_per_batch,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_quantisation_load_in_4bit,global_energy_metrics_global_derived_quantities_joules_per_token,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_global_derived_quantities_tokens_per_joule,setup_experiment_id,global_energy_metrics_per-process_emissions_2,variables_batching_options_adaptive_batching
,181.64026434808488,,1887383552,1.0510713123835253e-05,0.9,1.0,13511950336,112.5,1,128,saxony,0.0020875185500635,,,,1.8749534088450532,0.05,False,0.0029025020442219,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,9907380736,0,0.0019049524015575,128,1.0,,,,,False,pytorch,,0.1,0.6580939292907715,NO_SHARD,9907380736,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,,0.6580939292907715,1235814400,,,68.26836304100289,0.0029025020442219,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:21:59 PM",,2118,112.5,4,False,False,AMD EPYC 7742 64-Core Processor,0,,,0.0,128,18001.912706673644,False,Unknown (no config attribute),128,18001.912706673644,8.890437845997665e-10,,True,239.9940363321668,1.0510713123835253e-05,0.0050005313074093,R2_Low_Latency_Chatbot_Deployment,,1124803994.271423,,0.0,1,,0.01,13511950336,True,128,,,torch.float32,181.64026434808488,0.0,0.0020875185500635,0.0050005313074093,,,,text_generation,,top_p,,11.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2133.38634503134,0.0,False,1.0987495548506865,0,0.9101255109367432,2118,,False
0.002842679874399,175.4262503266794,0.0018722620533639,1951813632,4.7990751140296865e-06,,1.0,3682598912,112.5,4,128,saxony,0.003844261712999,50.0,0.0019234543165402,0.0009898600306232,4.066089838720854,1.5,True,0.0076365497203458,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,2039403520,0,0.0011146684903846,128,1.0,0.0028132399110408,0.0011117847083562,4.779105458940595e-06,112.5,True,pytorch,0.0009456682670956,2.4,0.6812853813171387,NO_SHARD,2039403520,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",16949970993152,0.0009361987522179,0.7071347236633301,1235814400,5.138752603524463e-06,0.7184028625488282,31.47987503401237,0.0019486893367277,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:23:03 PM",10233.647547836725,2119,112.5,32,False,False,AMD EPYC 7742 64-Core Processor,5,10127.663679747122,223.47806828199435,4.0,128,41401.42545639938,False,Unknown (no config attribute),128,10533.683069654026,2.4425661538374362e-09,10506.43115916151,True,520.4594993562694,1.958452676603876e-05,0.0115003959601109,R3_Balanced_Enterprise_Service,0.7132830619812012,409405492.83749497,4.867593589544013e-06,100.0,1,0.0018921440137138,0.5,3682598912,True,128,0.002918453099767,112.5,torch.float16,239.15938194225825,100.0,0.0009725346630621,0.0029260230749038,10.03485459958281,0.001071703744111,0.7155675888061523,text_generation,229.0326964828823,top_k,112.5,0.0,16949970993152,True,pure_generative,DistributedType.MULTI_GPU,7869.9687585030915,100.0,False,2.526942471704064,0,0.3957351665887518,2119,0.0010829188981523,False
0.0009092819432519,912.2121286001468,0.0008031767536522,1877262336,5.099730084573523e-07,,1.0,27703377920,112.5,4,128,saxony,0.0004078464567191,,0.0008041625877741,0.0001023314285939,40.306100701389,0.0,False,0.0032211172991152,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,4963390464,0,0.000345532386008,128,1.0,0.0009054373586244,0.0003463909562818,5.359911596081761e-07,112.5,False,pytorch,0.0001018590866251,2.4,0.6544332504272462,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0001017246138126,0.6775710582733154,1235814400,5.341658292457588e-07,0.6822652816772461,3.175697916012723,0.0008068889788444,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:23:37 PM",3273.41499570702,2120,112.5,256,False,False,AMD EPYC 7742 64-Core Processor,0,3259.5744910481912,928.5552114608606,0.0,128,13071.87994901088,False,Unknown (no config attribute),128,3273.589006345116,6.455688243279916e-10,3265.301455910554,False,5159.180889777792,2.1140077797067287e-06,0.0036310777636141,A1_Max_Throughput_Exploit,0.6897153854370117,1549021517.6374967,5.338777823954417e-07,100.0,1,0.0008068889788444,0.0,27703377920,True,128,0.0009070281821973,112.5,torch.float16,1011.8457942153412,100.0,0.0001019313276874,0.0009093302795403,864.6009345076486,0.0003464093699908,0.6838703155517578,text_generation,843.8465742167372,greedy,112.5,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,3175.697916012723,100.0,False,0.7978442351691212,0,1.2533774838744398,2120,0.000344926361768,False
,97.56227653193848,,1867739136,6.441268555797245e-06,,1.0,7197425664,112.5,1,128,saxony,0.0012756376390325,,,,3.073891495770818,0.2,True,0.0009581402109559,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,4963390464,0,0.0008534114732094,128,1.0,,,,,False,pytorch,,0.0,0.6512417793273926,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,,0.6512417793273926,1235814400,,,41.64102739999362,0.0009581402109559,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:24:44 PM",,2121,112.5,8,False,False,AMD EPYC 7742 64-Core Processor,5,,,2.0,128,8064.78882675951,False,Unknown (no config attribute),128,8064.78882675951,3.9828825399659617e-10,,True,393.4581114586647,6.441268555797245e-06,0.0022402191185443,R4_High_Load_Cloud_API_Deployment,,2510744391.695132,,0.0,1,,0.05,7197425664,True,128,,,torch.float16,97.56227653193848,0.0,0.0012756376390325,0.0022402191185443,,,,text_generation,,greedy,,0.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2602.564212499601,0.0,False,0.4922356461645209,0,2.03154730420675,2121,,False
0.0016021219219407,404.5736328190068,0.0013173402205373,1871695872,1.4251839212892663e-06,,1.0,7549747200,112.5,4,128,saxony,0.0011425933960958,,0.0013406438502916,0.0002896297636575,13.897763751086874,0.1,False,0.0053058453557819,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,4963390464,0,0.0006103283461633,128,1.0,0.0016023610057285,0.0006165400043842,1.668520627987719e-06,112.5,False,pytorch,0.0002831299895306,2.4,0.6525263786315918,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0002833522645632,0.6759570837020874,1235814400,1.5012840304001386e-06,0.6834454536437988,9.210114828005317,0.0013305210644156,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:25:27 PM",5767.638918986864,2122,112.5,32,False,False,AMD EPYC 7742 64-Core Processor,0,5768.499620622922,583.7853604845667,0.0,128,23236.86762838937,False,Unknown (no config attribute),128,5826.339456053009,1.147577653286173e-09,5874.389632726572,True,1778.91376013912,6.246700452554492e-06,0.0064546854523303,R6_Medium_Scale_Language_Model_Serving,0.6849303245544434,871400725.8126945,1.6517118728773674e-06,100.0,1,0.0013173402205373,0.01,7549747200,True,128,0.0016317748979796,112.5,torch.float16,433.48120304576577,100.0,0.0002864813783444,0.0016184276266813,359.0527672460411,0.0006104194251323,0.6829261779785156,text_generation,241.97520049965348,greedy,112.5,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2302.528707001329,100.0,False,1.418265846459312,0,0.7050864282577848,2122,0.0006216246473853,False
,217.68706903588645,,1911398400,1.0911425863487075e-06,,1.0,3539992576,112.5,1,128,saxony,0.0002285672131247,50.0,,,17.388963153143088,0.0,False,0.0003363938802258,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,1609970688,0,0.0002156375992801,128,1.0,,,,,False,pytorch,,0.0,0.6670761108398438,NO_SHARD,1609970688,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",16949970993152,,0.6670761108398438,749275136,,,7.360990926987142,0.0003363938802258,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:26:00 PM",,2123,112.5,64,False,False,AMD EPYC 7742 64-Core Processor,0,,,0.0,128,2037.7880493730745,False,Unknown (no config attribute),128,2037.7880493730745,1.2022368947984432e-10,,False,2225.7872836023153,1.0911425863487075e-06,0.0005660522359369,A3_Quantisation_Gaming,,8317828244.388153,,0.0,1,,0.0,3539992576,True,128,,,torch.float16,217.68706903588645,0.0,0.0002285672131247,0.0005660522359369,,,,text_generation,,top_k,,0.0,16949970993152,True,pure_generative,DistributedType.MULTI_GPU,3680.495463493571,0.0,True,0.1243767119978683,0,8.040090334733554,2123,,False
0.0056670535412191,705.9922706519908,0.004917511434006,1868623872,4.831839923926022e-06,,1.0,14487126016,112.5,4,128,saxony,0.0037501402716588,,0.0048733055653085,0.0009421686400296,4.224847337375327,1.5,True,0.0193870232873847,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,9907380736,0,0.002217373388759,128,1.0,0.0058760374748239,0.0022384764760341,5.259215879296336e-06,112.5,False,pytorch,0.0009174253625942,2.4,0.6509413719177246,NO_SHARD,9907380736,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0009532668249385,0.6857571601867676,1235814400,5.167319163842344e-06,0.6960568428039551,30.29695271297533,0.0048516827702322,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:27:04 PM",20401.392748388924,2124,112.5,16,False,False,AMD EPYC 7742 64-Core Processor,5,21153.73490936605,838.781529991986,4.0,128,83367.09574127189,False,Unknown (no config attribute),128,20857.65859530969,4.117173520202377e-09,20954.30948820723,True,540.7804591840419,2.0363035754124475e-05,0.0231575265947977,R1_Standard_Production_Config,0.6941084861755371,242885075.18401745,5.1046607870597715e-06,100.0,1,0.0047445235178378,0.5,14487126016,True,128,0.005820641524502,112.5,torch.float32,767.4950493822465,100.0,0.0009372794440964,0.0057937940542526,678.2203427258968,0.0022071458449675,0.7019219398498535,text_generation,539.4721605078339,greedy,112.5,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,3787.119089121916,100.0,False,5.088323714677239,0,0.1965283767452739,2124,0.0021588640465274,False
0.0467939961692459,319.5416363709732,0.0350018974459398,1860182016,5.853234913779204e-05,,1.0,14369685504,112.5,4,128,saxony,0.046159734567921,,0.0348545659391856,0.0114895738648829,0.3419442239899457,0.5,True,0.139929244443306,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,9907380736,0,0.0178261728406742,128,0.8,0.0466065694755689,0.017678687884782,6.304386753578266e-05,112.5,,pytorch,0.0115913552040019,2.4,0.6486525535583496,NO_SHARD,9907380736,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0115416281620932,0.6855493783950806,1235814400,6.270593627021369e-05,0.6970868110656738,374.33005449381017,0.0349337279469603,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:33:54 PM",168458.38620928544,2125,112.5,1,False,False,AMD EPYC 7742 64-Core Processor,8,167783.65011204826,300.8275710961242,4.0,128,670812.6564655016,False,Unknown (no config attribute),128,167505.9754789481,3.3128803176588163e-08,167064.64466521982,True,43.768860670713046,0.0002478700069677,0.1863368490181949,R7_anti_platonic_ideal,0.6970396041870117,30185213.594033223,6.35878540239341e-05,100.0,1,0.0351390531112201,0.4,14369685504,True,128,0.0464068457403388,112.5,torch.float32,343.32372645363154,100.0,0.0115371773369429,0.0465294376330411,287.89129072485383,0.017725389266307,0.6994185447692871,text_generation,346.1239572092832,greedy,112.5,0.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2924.453550732892,100.0,,40.943155301849465,0,0.0244241068532113,2125,0.0177547726417179,False
0.0010990018508282,807.1665965445713,0.0009558668758038,1857613824,7.600172371683745e-07,,1.0,8327790592,112.5,4,128,saxony,0.0006019973538432,,0.0009520146504997,0.0001496278712502,26.659364028064157,0.0,False,0.0038128491613871,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,4,4963390464,0,0.000418664755073,128,1.0,0.0011079580159918,0.0004223168713162,7.987799066468646e-07,112.5,False,pytorch,0.0001491152994681,2.4,0.6474781036376954,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,0.0001512923602813,0.6726429462432861,1235814400,7.903207627801331e-07,0.6789894104003906,4.801314835014637,0.0009558668758038,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:34:29 PM",3956.4066629817576,2126,112.5,64,False,False,AMD EPYC 7742 64-Core Processor,0,3988.648857570567,841.7596706091853,0.0,128,15904.733130782692,False,Unknown (no config attribute),128,3990.9193771843666,7.854723198606764e-10,3968.758233046,False,3412.398595592212,3.134909987064556e-06,0.0044179814252174,A5_Parallel_Overdrive,0.6813597679138184,1273119338.1548765,7.857920804691835e-07,100.0,1,0.0009491007592796,0.0,8327790592,True,128,0.0011024328425127,112.5,torch.float16,774.9562085309118,100.0,0.0001519618228435,0.0011085887158845,822.4113352692855,0.0004199717913552,0.6827445030212402,text_generation,789.5391717689031,greedy,112.5,0.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2400.6574175073183,100.0,False,0.9707478717518732,0,1.0301336001853256,2126,0.000422076606192,False
,0.0,,1881595904,1.5655145795280324e-06,,1.0,7549747200,112.5,1,128,saxony,0.0002809328017187,,,,14.184518784654632,0.0,False,0.0003285249850417,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16384,meta-llama/Llama-3.2-1B,1,4963390464,0,0.0002327693266455,128,1.0,,,,,False,pytorch,,0.1,0.655916690826416,NO_SHARD,4963390464,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",20248623316992,,0.655916690826416,1235814400,,,9.023922626016429,0.0003285249850417,Germany,4 x NVIDIA A100-PCIE-40GB,16384,"April 20, 2025 at 04:35:20 PM",,2128,112.5,32,False,False,AMD EPYC 7742 64-Core Processor,0,,,0.0,128,2199.683884824309,False,Unknown (no config attribute),128,2199.683884824309,1.0863375007714249e-10,,False,1815.618404435793,1.5655145795280324e-06,0.00061102330134,A4_Latency_Ignorance_Exploit,,9205242379.00178,,0.0,1,,0.0,7549747200,True,128,,,torch.float16,0.0,0.0,0.0002809328017187,0.00061102330134,,,,text_generation,,greedy,,3.0,16949970993152,False,pure_generative,DistributedType.MULTI_GPU,2255.980656504107,0.0,False,0.1342580496108587,0,7.448342970112092,2128,,False
