global_energy_metrics_global_experiment_results_cpu_power_avg,variables_decoder_config_decoder_top_k,variables_sharding_config_sharding_strategy,global_energy_metrics_local_process_results_ram_power_process_2,setup_task_type,variables_fp_precision,model_architecture_total_params,global_energy_metrics_per-process_emissions_2,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_batching_options_adaptive_max_tokens,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_total_energy_joules_process_0,variables_config_name,global_energy_metrics_local_process_results_ram_power_process_1,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_local_process_results_gpu_power_process_0,global_energy_metrics_local_process_results_total_energy_joules_process_1,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_per-process_emissions_0,variables_quantisation_quantization,setup_cpu_model,variables_decoder_config_decoder_temperature,variables_latency_simulation_burst_interval,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_per-process_emissions_3,compute_metrics_compute_utilisation_cpu_usage_percent,variables_decoder_config_decoder_top_p,global_energy_metrics_global_derived_quantities_joules_per_flop,compute_metrics_memory_gpu_current_memory_allocated_bytes,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_local_process_results_cpu_energy_process_0,global_energy_metrics_local_process_results_ram_power_process_3,setup_os,inference_metrics_inference_performance_average_latency_ms_per_batch,variables_quantisation_load_in_4bit,inference_metrics_raw_inference_metrics_total_generated_tokens,variables_latency_simulation_simulate,compute_metrics_compute_utilisation_gpu_utilization_percent_0,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_latency_simulation_burst_size,global_energy_metrics_experiment_id,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_local_process_results_total_energy_kwh_process_3,variables_batching_options_max_batch_size___adaptive_batching,variables_sharding_config_fsdp_config_use_orig_params,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_0,variables_number_input_prompts,global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_per-process_emissions_1,global_energy_metrics_global_derived_quantities_tokens_per_joule,variables_inference_type,setup_available_cpu_count,setup_is_encoder_decoder,setup_available_gpu_count,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_backend,global_energy_metrics_local_process_results_gpu_energy_process_1,setup_date_time,inference_metrics_raw_inference_metrics_number_input_prompts,global_energy_metrics_local_process_results_gpu_power_process_2,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_global_experiment_results_gpu_power_avg,global_energy_metrics_local_process_results_ram_power_process_0,global_energy_metrics_local_process_results_total_energy_kwh_process_2,setup_model,variables_quantisation_load_in_8bit,global_energy_metrics_local_process_results_gpu_energy_process_3,global_energy_metrics_local_process_results_gpu_power_process_3,setup_python_version,global_energy_metrics_local_process_results_cpu_power_process_1,compute_metrics_flops,global_energy_metrics_global_experiment_results_ram_energy_total,variables_sharding_config_fsdp_config_cpu_offload,variables_decode_token_to_text,variables_latency_simulation_delay_min,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_local_process_results_ram_energy_process_3,variables_quantisation_cached_flops_for_quantised_models,global_energy_metrics_global_experiment_results_gpu_energy_total,compute_metrics_compute_utilisation_gpu_utilization_percent_3,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_local_process_results_cpu_power_process_3,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_global_experiment_results_ram_power_avg,variables_query_rate,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,variables_accelerate_config_distributed_type,setup_region,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_local_process_results_cpu_energy_process_3,variables_batching_options_adaptive_batching,model_architecture_architecture,global_energy_metrics_global_experiment_results_cpu_energy_total,variables_accelerate_config_num_processes,variables_latency_simulation_simulate_burst,global_energy_metrics_local_process_results_cpu_power_process_0,global_energy_metrics_local_process_results_ram_energy_process_0,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_global_experiment_results_total_energy_kwh,variables_max_input_tokens,inference_metrics_inference_performance_throughput_queries_per_sec,setup_country,variables_latency_simulation_delay_max,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_gpu_energy_process_2,setup_experiment_id,setup_gpu_model,inference_metrics_raw_inference_metrics_total_input_tokens,variables_max_output_tokens,inference_metrics_inference_performance_total_inference_time_sec
112.5,0,NO_SHARD,NA,text_generation,torch.float16,1100048384,NA,227.81118288569382,0,greedy,11525.575217642952,default,NA,16,48.60390103962881,NA,73.0,0.0012196299664336341,True,AMD EPYC 7742 64-Core Processor,1.0,0.0,0.0009797632838095538,NA,3.0,0.0,6.799761027496406e-10,1576611840,NA,0.0022072403600013777,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,8989.90108412545,False,16384,False,0.0,2355101696,0,0490,NA,NA,0,False,NA,NA,0.0032015486715674868,128,NA,NA,1.421534256695487,pure_generative,128,False,1,100.0,pytorch,NA,"April 16, 2025 at 01:30:44 PM",128,NA,11525.575217642952,48.60390103962881,0.9440760612487793,NA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,True,NA,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,16949970993152,1.454502775655341e-05,False,True,0,2355101696,NA,16949970993152,0.0009797632838095538,0.0,NA,NA,NA,0.9440760612487793,1.0,2706849792,DistributedType.MULTI_GPU,saxony,1576611840,NA,False,Unknown (no config attribute),0.0022072403600013777,1,False,112.5,1.454502775655341e-05,1470639918.0151608,NA,0.0032015486715674868,128,1.779774866294483,Germany,0,0.7034652842799654,NA,NA,0490,4 x NVIDIA A100-PCIE-40GB,16384,128,71.9192086730036
112.5,50,NO_SHARD,NA,text_generation,torch.float16,615606272,NA,1705.7576517146913,0,top_k,2449.9550755664204,A3_Quantisation_Gaming,NA,64,154.7126067353743,NA,7.0,0.0002592528850102855,True,AMD EPYC 7742 64-Core Processor,1.0,0.0,0.00037930141455078115,NA,2.4,0.0,1.4454036980690013e-10,1087688704,NA,0.00029931872471570387,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,4802.557966992026,True,16384,False,0.0,1986002944,0,0491,NA,NA,0,False,NA,NA,0.0006805430765462278,128,NA,NA,6.687469563584582,pure_generative,128,False,1,100.0,pytorch,NA,"April 16, 2025 at 01:31:18 PM",128,NA,2449.9550755664204,154.7126067353743,0.9156746864318848,NA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,NA,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,16949970993152,1.9229372797426574e-06,False,True,0,1986002944,NA,16949970993152,0.00037930141455078115,0.0,NA,NA,NA,0.9156746864318848,1.0,2622730240,DistributedType.MULTI_GPU,saxony,1087688704,NA,False,Unknown (no config attribute),0.00029931872471570387,1,False,112.5,1.9229372797426574e-06,6918482368.185151,NA,0.0006805430765462278,128,13.326231654021026,Germany,0,0.14953339084267703,NA,NA,0491,4 x NVIDIA A100-PCIE-40GB,16384,128,9.605115933984052
112.5,50,NO_SHARD,0.9916620254516603,text_generation,torch.float16,1100048384,0.0029457717855712025,383.3153728376384,0,top_k,22073.530478438162,R3_Balanced_Enterprise_Service,0.9905319213867186,32,435.9256312579749,27837.71735938136,100.0,0.00835328843299119,True,AMD EPYC 7742 64-Core Processor,1.0,4.0,0.004803662454038182,0.0023358087321558385,4.0,0.0,8.92988282390167e-09,1576863232,488.32590746840935,0.0013191878731267934,0.9915690422058105,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,10685.718054242898,False,16384,True,0.0,2839543808,5,0492,3.693451690650494e-05,0.00625303831628102,0,False,0.0046934347978676684,0.0016500738280265071,0.006131536244010601,128,112.5,0.0023820949465872547,0.10824434573829836,pure_generative,128,False,4,100.0,pytorch,0.006070641523176157,"April 16, 2025 at 01:34:23 PM",128,438.7685870476846,151361.2548373796,434.04001444017894,0.9485607147216797,0.021927519183596773,TinyLlama/TinyLlama-1.1B-Chat-v1.0,True,0.004895431694121655,373.1399319866468,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,16949970993152,6.711630439766055e-05,False,True,0.5,2839543808,9.51195535337222e-06,16949970993152,0.032966885540158586,100.0,0.007732699266494822,112.5,22510.937938611674,0.9805809259414673,1.0,2718457856,DistributedType.MULTI_GPU,saxony,1576863232,0.0013480946668059915,False,Unknown (no config attribute),0.00901079116582696,4,True,112.5,8.685916845625309e-06,111983552.27275838,78939.06906094839,0.04204479301038322,128,2.99465135029405,Germany,1.5,9.238357839195531,1.1983915292158084e-05,0.017197149868822592,0492,4 x NVIDIA A100-PCIE-40GB,16384,128,42.74287221697159
112.5,0,NO_SHARD,NA,text_generation,torch.float16,1100048384,NA,295.76494438478187,0,greedy,9738.532811921421,R4_High_Load_Cloud_API_Deployment,NA,8,81.21680576750325,NA,7.0,0.0010305261318615182,False,AMD EPYC 7742 64-Core Processor,1.0,2.0,0.0009886205131177661,NA,1.6,0.0,5.745456918985826e-10,4419853312,NA,0.0017027573724571995,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3462.2088230571535,False,16384,True,0.0,6606028800,5,0493,NA,NA,0,False,NA,NA,0.0027051480033115057,128,NA,NA,1.6823889508226058,pure_generative,128,False,1,92.0,pytorch,NA,"April 16, 2025 at 01:35:44 PM",128,NA,9738.532811921421,81.21680576750325,1.0800604820251465,NA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,NA,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,16949970993152,1.3770117736539754e-05,False,True,0.05,6606028800,NA,16949970993152,0.0009886205131177661,0.0,NA,NA,NA,1.0800604820251465,1.0,3098140672,DistributedType.MULTI_GPU,saxony,4419853312,NA,False,Unknown (no config attribute),0.0017027573724571995,1,True,112.5,1.3770117736539754e-05,1740505610.0856075,NA,0.0027051480033115057,128,2.3106636280061084,Germany,0.2,0.5943928718213758,NA,NA,0493,4 x NVIDIA A100-PCIE-40GB,16384,128,55.395341168914456
112.5,0,NO_SHARD,0.8540539741516114,text_generation,torch.float16,1100048384,0.0011842055684670291,1290.5132261856022,0,greedy,8858.648263444155,R6_Medium_Scale_Language_Model_Serving,0.8507952690124512,32,620.9320522900497,9453.269825129826,100.0,0.0010003397610786687,False,AMD EPYC 7742 64-Core Processor,1.0,0.0,0.002061822205011943,0.0009374172377664029,4.7,0.0,2.2542020305602805e-09,4419853312,520.557189566109,0.00039576634794138955,0.8465938568115235,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3173.931050754618,False,16384,True,4.0,6870269952,0,0494,3.379106780159318e-06,0.0024183134382042113,0,False,0.0005227473174400075,0.00042554547837607974,0.002460735628734487,128,112.5,0.0009212565042838943,0.42880332405372484,pure_generative,128,False,4,100.0,pytorch,0.0021976595359047835,"April 16, 2025 at 01:36:31 PM",128,440.28939936655917,38208.65903070109,568.7261703316346,1.0821833610534668,0.003108559045719987,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,0.0020286502340329804,693.126040103821,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,16949970993152,1.1632205204317849e-05,False,True,0.01,6870269952,2.4027521655824695e-06,16949970993152,0.008870564596449526,100.0,0.002625908284758285,112.5,8705.928377535161,0.9084066152572632,1.0,3102248960,DistributedType.MULTI_GPU,saxony,4419853312,0.0003872604520056484,False,Unknown (no config attribute),0.001731319595763125,4,False,112.5,3.1470757811547627e-06,443615960.96666217,11190.812564591954,0.01061351639741697,128,10.082134579575017,Germany,0.1,2.3320714740418147,2.7032704774212998e-06,0.0025824326214998194,0494,4 x NVIDIA A100-PCIE-40GB,16384,128,12.695724203018472
112.5,0,NO_SHARD,0.9899754524230957,text_generation,torch.float16,1100048384,0.0008176971865853439,1442.5966045066118,0,greedy,7727.286708773429,A1_Max_Throughput_Exploit,0.9845781326293945,256,595.5072412794971,9528.6792357821,100.0,0.0008162916265862969,True,AMD EPYC 7742 64-Core Processor,1.0,0.0,0.001790984766121717,0.00241409888544505,4.8,0.0,2.8190813482034226e-09,1577617920,483.5845325876874,0.00035308870919106996,0.9903616905212401,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,11357.298324990552,False,16384,False,29.0,3577741312,0,0495,9.721084687904308e-06,0.00214277891215723,0,False,0.0012303712408211138,0.0004524647111538799,0.0021464685302148416,128,112.5,0.0010083195430197751,0.3428809617036829,pure_generative,128,False,4,81.0,pytorch,0.002191073141749378,"April 16, 2025 at 01:37:51 PM",128,360.1778739803344,47783.34707938385,526.8679378385284,0.942030429840088,0.0063370491808506365,TinyLlama/TinyLlama-1.1B-Chat-v1.0,True,0.0017878328191560655,668.2021035065949,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,16949970993152,1.7920891210187823e-05,False,True,0,3577741312,2.4872612506821827e-06,16949970993152,0.010866847582368777,100.0,0.002646855343272805,112.5,7714.004083766028,0.9767364263534546,1.0,2698895360,DistributedType.MULTI_GPU,saxony,1577617920,0.00035245883175048223,False,Unknown (no config attribute),0.002388383492916546,4,False,112.5,2.3950549020540456e-06,354725485.533538,22813.377051062293,0.013273151966495512,128,11.270285972707905,Germany,0,2.9164640551381744,3.3174903695472867e-06,0.005096956855341617,0495,4 x NVIDIA A100-PCIE-40GB,16384,128,11.357298324990552
112.5,0,NO_SHARD,NA,text_generation,torch.float32,1100048384,NA,182.81059995972498,0,top_p,21206.493953109155,R2_Low_Latency_Chatbot_Deployment,NA,4,131.72853597541084,NA,7.0,0.002244059408732481,False,AMD EPYC 7742 64-Core Processor,1.0,0.0,0.0031280025024003066,NA,2.4,0.9,0,8818209280,NA,0.0027486064559743683,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,2800.7128695644496,False,16384,True,9.0,9288286208,0,0499,NA,NA,0,False,NA,NA,0.005890692764752543,128,NA,NA,0.7725935289552136,pure_generative,128,False,1,31.0,pytorch,NA,"April 16, 2025 at 01:40:50 PM",128,NA,21206.493953109155,131.72853597541084,0.6976947784423828,NA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,NA,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,0.0,1.4083806377869503e-05,False,True,0.01,9288286208,NA,16949970993152,0.0031280025024003066,0.0,NA,NA,NA,0.6976947784423828,1.0,2007912448,DistributedType.MULTI_GPU,saxony,8818209280,NA,False,Unknown (no config attribute),0.0027486064559743683,1,False,112.5,1.4083806377869503e-05,0.0,NA,0.005890692764752543,128,1.4282078121853514,Germany,0.05,1.2943416719426974,NA,NA,0499,4 x NVIDIA A100-PCIE-40GB,16384,128,89.62281182606239
112.5,0,NO_SHARD,NA,text_generation,torch.float16,1100048384,NA,14.630860250094587,0,top_p,164926.66713071679,R5_Real_Time_Mobile_Inference,NA,1,37.107304671230445,NA,11.0,0.017452448289846264,True,AMD EPYC 7742 64-Core Processor,1.0,5.0,0.01138982855630033,NA,2.5,0.9,9.730203502846655e-09,1576164352,NA,0.03419781644302746,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,8748.631168093652,False,16384,True,0.0,2665480192,8,0500,NA,NA,0,False,NA,NA,0.04581296309186577,128,NA,NA,0.09934112102692555,pure_generative,128,False,1,100.0,pytorch,NA,"April 16, 2025 at 01:59:55 PM",128,NA,164926.66713071679,37.107304671230445,0.940436840057373,NA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,True,NA,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,16949970993152,0.000225318092538011,False,True,0.2,2665480192,NA,16949970993152,0.01138982855630033,0.0,NA,NA,NA,0.940436840057373,1.0,2695000064,DistributedType.MULTI_GPU,saxony,1576164352,NA,False,Unknown (no config attribute),0.03419781644302746,1,True,112.5,0.000225318092538011,102772773.42734316,NA,0.04581296309186577,128,0.11430359570386396,Germany,0.6,10.066324898115038,NA,NA,0500,4 x NVIDIA A100-PCIE-40GB,16384,128,1119.8247895159875
112.5,0,NO_SHARD,0.8496894836425781,text_generation,torch.float16,1100048384,0.0006271059440520949,2490.0202177353694,0,greedy,5474.501512897517,A5_Parallel_Overdrive,0.8924288749694824,64,733.2690859708655,5926.18820996861,100.0,0.0005579736096230845,False,AMD EPYC 7742 64-Core Processor,1.0,0.0,0.001312089383003645,0.000579308708705086,5.4,0.0,1.4349931689773941e-09,4419853312,505.4971654116256,0.0002069570926905726,0.8685121536254883,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,3289.933126507094,False,16384,False,4.0,6870269952,0,0501,2.1379484531568877e-06,0.001464689879572344,0,False,0.0003264198645611032,0.0002300222949052113,0.001520694864693755,128,112.5,0.0008094678826154398,0.6735985541183658,pure_generative,128,False,4,100.0,pytorch,0.001414621965031948,"April 16, 2025 at 02:00:37 PM",128,421.31955377678014,24323.092589538097,624.017258318001,1.08012056350708,0.0021248664722809812,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,0.0012640840668236564,835.9832281127331,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,16949970993152,6.573773862043566e-06,False,True,0,6870269952,1.2683046885618736e-06,16949970993152,0.0057871040741259705,100.0,0.0016461633916579471,112.5,5272.8835664604385,0.9226877689361572,1.0,3098521600,DistributedType.MULTI_GPU,saxony,4419853312,0.0001993375080601254,False,Unknown (no config attribute),0.0009627367602170124,4,False,112.5,1.6483889995371857e-06,696867428.7924455,7649.519300211532,0.006756414608205027,128,19.453282951057574,Germany,0,1.4845637566856749,1.5191317207876196e-06,0.001796308659266721,0501,4 x NVIDIA A100-PCIE-40GB,16384,128,6.579866253014188
112.5,0,NO_SHARD,NA,text_generation,torch.float16,615606272,NA,3151.1226630975407,0,greedy,2736.485584557005,A2_Precision_Minimalist,0.9551753997802735,128,468.17787897958374,3152.2523175317515,100.0,0.00033356958898992246,True,AMD EPYC 7742 64-Core Processor,1.0,0.0,0.0005940743641508206,NA,3.1,0.0,3.474187598591101e-10,1087688704,295.3411467832392,0.00016499174928503635,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,5199.416764022317,True,16384,False,0.0,2621440000,0,0502,NA,NA,0,False,NA,0.0001967108076587465,0.0007601348845991681,128,NA,0.0002895733842880531,2.7822600143552894,pure_generative,128,False,2,100.0,pytorch,0.0006775819309545739,"April 16, 2025 at 02:01:12 PM",128,NA,5888.7379020887565,381.75951288141147,0.9186787605285646,NA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,False,NA,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,16949970993152,2.4016763088107688e-06,False,True,0,2621440000,NA,16949970993152,0.0012716562951053945,0.0,0.0008756256437588199,NA,NA,0.9369270801544191,1.0,2634870784,DistributedType.MULTI_GPU,saxony,1087688704,NA,False,Unknown (no config attribute),0.00036170255694378285,2,False,112.5,1.0687711633110728e-06,2878370760.42046,NA,0.001635760528357988,128,24.618145805449537,Germany,0,0.35942003796928446,1.332905145499696e-06,NA,0502,4 x NVIDIA A100-PCIE-40GB,16384,128,5.199416764022317
