setup_available_cpu_count,variables_accelerate_config_distributed_type,variables_max_output_tokens,global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_cpu_energy_process_2,variables_quantisation_load_in_4bit,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_global_experiment_results_gpu_energy_total,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_local_process_results_ram_power_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_latency_simulation_delay_min,variables_batching_options_adaptive_max_tokens,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_per-process_emissions_1,variables_query_rate,variables_sharding_config_sharding_strategy,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_local_process_results_gpu_energy_process_3,variables_quantisation_load_in_8bit,variables_quantisation_cached_flops_for_quantised_models,global_energy_metrics_global_experiment_results_ram_power_avg,global_energy_metrics_experiment_id,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_latency_simulation_burst_interval,variables_decoder_config_decoder_top_p,global_energy_metrics_local_process_results_total_energy_joules_process_0,setup_date_time,global_energy_metrics_global_experiment_results_gpu_power_avg,setup_available_gpu_count,global_energy_metrics_local_process_results_cpu_power_process_0,global_energy_metrics_global_experiment_results_total_energy_kwh,global_energy_metrics_local_process_results_ram_power_process_1,variables_quantisation_quantization,global_energy_metrics_per-process_emissions_3,setup_python_version,global_energy_metrics_local_process_results_cpu_power_process_3,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_cpu_energy_process_3,variables_latency_simulation_delay_max,global_energy_metrics_local_process_results_gpu_power_process_2,setup_experiment_id,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_local_process_results_total_energy_joules_process_2,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_local_process_results_total_energy_joules_process_3,setup_cycle_id,compute_metrics_compute_utilisation_cpu_usage_percent,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_inference_type,variables_max_input_tokens,global_energy_metrics_local_process_results_cpu_power_process_1,model_architecture_total_params,model_architecture_architecture,setup_os,global_energy_metrics_per-process_emissions_0,inference_metrics_inference_performance_total_inference_time_sec,variables_batching_options_adaptive_batching,variables_number_input_prompts,global_energy_metrics_per-process_emissions_2,global_energy_metrics_local_process_results_cpu_energy_process_0,inference_metrics_raw_inference_metrics_total_input_tokens,setup_region,global_energy_metrics_local_process_results_gpu_power_process_3,variables_latency_simulation_simulate,inference_metrics_raw_inference_metrics_number_input_prompts,variables_latency_simulation_simulate_burst,global_energy_metrics_global_derived_quantities_tokens_per_joule,global_energy_metrics_local_process_results_ram_energy_process_0,variables_accelerate_config_num_processes,global_energy_metrics_local_process_results_gpu_energy_process_2,setup_model,global_energy_metrics_local_process_results_gpu_energy_process_1,compute_metrics_compute_utilisation_gpu_utilization_percent_3,setup_country,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_config_name,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_latency_simulation_burst_size,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_global_experiment_results_ram_energy_total,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_ram_power_process_2,setup_is_encoder_decoder,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_gpu_power_process_0,global_energy_metrics_global_derived_quantities_joules_per_flop,global_energy_metrics_local_process_results_ram_energy_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_1,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,variables_backend,setup_task_type,variables_fp_precision,variables_sharding_config_fsdp_config_cpu_offload,compute_metrics_flops,setup_cpu_model,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_3,variables_decode_token_to_text,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_ram_power_process_0,variables_sharding_config_fsdp_config_use_orig_params,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_global_experiment_results_cpu_energy_total,setup_gpu_model,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_decoder_config_decoder_temperature
128,DistributedType.MULTI_GPU,128,112.5,1545818520.8846176,0.0002864056391572376,False,13.733101714111179,0.008307636923884587,12870114304,0.9707250595092773,100.0,0,0,86.0,112.5,0.0008859201005137114,1.0,NO_SHARD,34052.239378488484,0.0020441927464629472,False,52638582308864,0.9566313028335571,0221,8521.306234870734,0.0,,8644.397317811898,"April 24, 2025 at 01:47:09 PM",760.1158677372653,4,112.5,0.009458955382913468,0.9711713790893555,False,0.0009010037391642719,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,873.2420343630287,0.0024012214771699713,0.00027925941371904624,0,810.2554437570701,0221,13509853184,2.1284081527227607e-06,8514.538550968313,16384,0.0002842102580907522,2.0783837511284475,8371.99727483754,1,95.9,13509853184,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0009147453217279006,9.320545544964261,False,128,0.0009017198917150017,0.0002929485320310051,16384,saxony,777.8347182676441,False,128,False,0.4811430995152148,2.1140379898079962e-06,4,0.0020766155501812378,meta-llama/Llama-3.2-3B,0.002080669720091244,100.0,Germany,1757.8370194062309,A1_Max_Throughput_Exploit,12870114304,0,256,8.494616030840409e-06,,0.9639544486999512,False,greedy,579.1312745613182,6.469064683141039e-10,2.1026383839900506e-06,100.0,2644054016,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,2.149531504319602e-06,0.002367029509686315,0.0023255547985659834,True,9320.545544964261,0.9206743240356445,False,0,0.002106158907149158,0.001142823842998041,4 x NVIDIA A100-PCIE-40GB,0.002365149597491198,1.0
128,DistributedType.MULTI_GPU,128,NA,10975870481.240334,NA,False,7.1739785274546355,0.0007695653378734235,12870114304,NA,0.0,0,0,7.0,112.5,NA,1.0,NO_SHARD,4795.845796361434,NA,False,52638582308864,0.9200577735900879,0222,NA,0.0,,4795.845796361434,"April 24, 2025 at 01:48:03 PM",156.46881773981787,1,112.5,0.001332179387878176,NA,False,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.001332179387878176,NA,0,NA,0222,19159580672,NA,NA,16384,NA,0.2927151975318258,NA,1,96.6,19159580672,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0005074937378121911,17.842261377023533,False,128,NA,0.0005586426700610899,16384,saxony,NA,False,128,False,3.416289992566149,3.971379943662114e-06,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,918.2692515141933,A4_Latency_Ignorance_Exploit,12870114304,0,32,3.971379943662114e-06,,NA,False,greedy,156.46881773981787,9.11089468219558e-11,NA,0.0,2641018880,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,4460.565344255883,0.9200577735900879,False,0,0.0007695653378734235,0.0005586426700610899,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,NA,3242467311.002853,NA,False,1.6307205980139046,0.0020878319480415186,12870114304,NA,0.0,0.05,0,0.0,112.5,NA,1.0,NO_SHARD,16234.113488281728,NA,False,52638582308864,0.9275479316711426,0223,NA,2.0,,16234.113488281728,"April 24, 2025 at 01:49:58 PM",103.60617474894991,1,112.5,0.004509475968967147,NA,False,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.004509475968967147,NA,0.2,NA,0223,18008244224,NA,NA,16384,NA,0.9908516533375078,NA,1,97.0,18008244224,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0017178848703780347,78.4929068510537,False,128,NA,0.0024050178143734226,16384,saxony,NA,True,128,True,1.009232811623897,1.6626206552203255e-05,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,208.73223654577978,R4_High_Load_Cloud_API_Deployment,12870114304,5,8,1.6626206552203255e-05,,NA,False,greedy,103.60617474894991,3.084071184331271e-10,NA,0.0,2660179968,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,4905.8066781908565,0.9275479316711426,False,0,0.0020878319480415186,0.0024050178143734226,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,112.5,609243094.6175205,0.0019268886997215306,False,2.0377993370595227,0.016192167675946223,4411642368,0.8538966178894043,100.0,0.5,0,0.0,112.5,0.00229447836222843,1.0,NO_SHARD,86399.96542252188,0.004062917972555979,True,52638582308864,0.8493322134017944,0224,21632.723475915314,4.0,,21633.976412595915,"April 24, 2025 at 01:51:50 PM",232.39828962420415,4,112.5,0.023999990395144968,0.8636627197265625,True,0.002289295365105115,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,233.9298110801739,0.006009437892387754,0.001948742317721553,1.5,230.68783558643273,0224,8789164032,1.1494332161466095e-05,21450.30949247673,16384,0.001943878667309036,5.27343538955822,21682.956041533922,1,95.6,8789164032,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0022698598336552806,62.81285780802136,False,128,0.0022891627800416497,0.0019427352868788149,16384,saxony,228.42030066126327,True,128,True,0.1896297055198726,1.1145749956906478e-05,4,0.004020036271582761,meta-llama/Llama-3.2-3B,0.004053656576255449,100.0,Germany,260.8383151436189,R3_Balanced_Enterprise_Service,4411642368,5,32,4.557774756780685e-05,50,0.8593525886535645,False,top_k,236.55521116894667,1.6413809345312228e-09,1.1383054592997978e-05,100.0,2349707264,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,1.1554610856436304e-05,0.006009089854420921,0.006023043344870534,True,15703.21445200534,0.8204169273376465,False,0,0.004055556855552034,0.007762244971630934,4 x NVIDIA A100-PCIE-40GB,0.005958419303465758,1.0
128,DistributedType.MULTI_GPU,128,112.5,1381589687.1182208,0.00031669770539883755,False,12.975000535098351,0.00931137939354354,12870114304,0.9643764495849609,100.0,0,0,7.0,112.5,0.001010097972035466,1.0,NO_SHARD,38100.01102328711,0.0023314585318328085,False,52638582308864,0.9553474187850952,0225,9470.490611682926,0.0,,9543.095436300073,"April 24, 2025 at 01:52:49 PM",639.1287032412429,4,112.5,0.01058333639535753,0.9647598266601562,False,0.001009845057349587,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,939.681362628092,0.002650859843416687,0.0003163628377496934,0,602.4937756233563,0225,22057844736,2.484455122990252e-06,9545.485495019497,16384,0.0003123965343129385,2.325440125933051,9540.939480284609,1,96.3,22057844736,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.001009616915281784,9.865124834002927,False,128,0.0010021620551446142,0.0003170515724032158,16384,saxony,569.1585356527881,False,128,False,0.43002612230180026,2.3497391806622306e-06,4,0.0023323415880946996,meta-llama/Llama-3.2-3B,0.002316120741783223,100.0,Germany,1660.800068492589,A5_Parallel_Overdrive,12870114304,0,64,9.448351949305469e-06,,0.9644665718078613,False,greedy,445.1811390607349,7.238038972959063e-10,2.4395971632230266e-06,100.0,2662809600,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,2.1745604824299598e-06,0.002630691836578591,0.002650260966745725,True,4932.5624170014635,0.9277868270874023,False,0,0.0023314585318328085,0.0012625086498646851,4 x NVIDIA A100-PCIE-40GB,0.002651523748616527,1.0
128,DistributedType.MULTI_GPU,128,NA,4688464330.684912,NA,True,13.276006316983667,0.0024709594767653442,3194348544,NA,0.0,0,0,0.0,112.5,0.0005745604692617303,1.0,NO_SHARD,11227.254511537325,NA,False,52638582308864,0.8165738582611084,0226,5429.630369713162,0.0,,5797.624141824164,"April 24, 2025 at 01:53:49 PM",265.1137994351131,2,112.5,0.0031186818087603685,0.8295063972473145,True,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,525.0251394528642,0.0016104511505067123,NA,0,NA,0226,28387049472,NA,NA,16384,0.0002959210985281971,0.6852572333701981,NA,1,96.9,28387049472,pure_generative,128,112.5,1803463680,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0006135013657855321,9.641453682968859,False,128,NA,0.0003480060730616969,16384,saxony,NA,False,128,False,1.459306011381813,2.0174024373458637e-06,2,NA,meta-llama/Llama-3.2-3B,0.001210531801757675,0.0,Germany,1699.3288085739093,A2_Precision_Minimalist,3194348544,0,128,3.7951604051296595e-06,,NA,False,greedy,5.202459417361981,2.1328945459928786e-10,NA,100.0,2303541248,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,1.7777579677837958e-06,0.001508230658253656,NA,True,9641.453682968859,0.8036413192749023,False,0,0.0012604276750076693,0.0006439271715898941,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,112.5,40718749.69623721,0.01899096629993618,,0.20858438568791007,0.2827382473015323,25723745792,0.7246155738830568,100.0,0.4,0,27.0,112.5,0.034198988618434775,1.0,NO_SHARD,1292735.7225246113,0.07093985202961495,,52638582308864,0.7120685577392578,0227,323454.12080380524,4.0,,321744.21493952995,"April 24, 2025 at 02:05:01 PM",357.7408036898461,4,112.5,0.3590932562568364,0.7175774574279786,False,0.03404679407811498,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,394.84723604004824,0.08937339303875831,0.019056116485982783,0.5,400.0236756275211,0227,26816282624,0.00010140474862449327,323182.4623345982,16384,0.019009807801625356,78.9023268142463,324354.92444667785,1,96.5,26816282624,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.03422773536672489,613.6605076063424,False,128,0.034323057907767206,0.018897713968168327,16384,saxony,306.19883632284706,True,128,True,0.012673897467614909,9.529082187934035e-05,4,0.07068053515549444,meta-llama/Llama-3.2-3B,0.07073747186771229,100.0,Germany,26.69880136805249,R7_anti_platonic_ideal,25723745792,8,1,0.00040040439959144276,,0.7241878509521484,False,greedy,329.893466768968,2.4558710850898483e-08,0.00010262160847934725,100.0,1956126720,pytorch,text_generation,torch.float32,False,52638582308864,AMD EPYC 7742 64-Core Processor,0.00010108722060826189,0.0898483668899459,0.09009859012407719,True,4794.22271567455,0.6818933486938477,False,0,0.07038038824871062,0.07595460455571265,4 x NVIDIA A100-PCIE-40GB,0.08977290620405505,0.8
128,DistributedType.MULTI_GPU,128,NA,11470792649.08111,NA,True,8.944796790832362,0.0008227876026740688,3194348544,NA,0.0,0,0,0.0,112.5,NA,1.0,NO_SHARD,4588.922833774763,NA,False,52638582308864,0.7899641990661621,0228,NA,0.0,,4588.922833774763,"April 24, 2025 at 02:05:52 PM",228.21243292235403,1,112.5,0.0012747007871596564,NA,True,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.0012747007871596564,NA,0,NA,0228,7407140864,NA,NA,16384,NA,0.2800856221786354,NA,1,96.5,7407140864,pure_generative,128,NA,1803463680,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0004855972648684711,14.309995295945555,False,128,NA,0.0004494011946262618,16384,saxony,NA,False,128,False,3.5703367856641046,2.5119898593261924e-06,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,1144.9339892265423,A3_Quantisation_Gaming,3194348544,0,64,2.5119898593261924e-06,50,NA,False,top_k,228.21243292235403,8.717793360863401e-11,NA,0.0,2262454272,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,7154.9976479727775,0.7899641990661621,False,0,0.0008227876026740688,0.0004494011946262618,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,NA,1347019061.4644399,NA,False,0.9166751051965372,0.006565021085346068,25723745792,NA,0.0,0.01,0,0.0,112.5,NA,1.0,NO_SHARD,39077.83031046113,NA,False,52638582308864,0.6881318092346191,0229,NA,0.0,0.9,39077.83031046113,"April 24, 2025 at 02:08:49 PM",177.29491886663266,1,112.5,0.01085495286401698,NA,False,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.01085495286401698,NA,0.05,NA,0229,26780631040,NA,NA,16384,NA,2.3851214789099813,NA,1,96.0,26780631040,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.004135194293547269,139.63507820205996,False,128,NA,0.004268261917073684,16384,saxony,NA,True,128,False,0.4192658566208576,2.166986159721962e-05,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,117.33441346515676,R2_Low_Latency_Chatbot_Deployment,25723745792,0,4,2.166986159721962e-05,,NA,False,top_p,177.29491886663266,7.423799919451987e-10,NA,0.0,1974611968,pytorch,text_generation,torch.float32,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,4363.596193814374,0.6881318092346191,False,0,0.006565021085346068,0.004268261917073684,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,112.5,294978353.0943773,0.0015720244139320132,False,2.5359033757156597,0.04321171068044816,25723745792,0.7231693267822266,100.0,0.5,0,0.0,112.5,0.004651022009823207,1.0,NO_SHARD,178448.9667010327,0.011027118266130564,False,52638582308864,0.7098523378372192,0230,43952.432695533644,4.0,,44352.194409842894,"April 24, 2025 at 02:10:34 PM",775.6542382617872,4,112.5,0.04956915741695354,0.7062835693359375,False,0.004827287615281695,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,1085.1744368966235,0.012320054002734136,0.0016357034954344273,1.5,762.892819252241,0230,27206352896,8.597933028952208e-06,44526.186517787435,16384,0.0015503671923052026,10.891660565248579,45618.15307786875,1,96.3,27206352896,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0046933245723415696,50.47510927496478,False,128,0.004711736320541979,0.0015656006190693005,16384,saxony,430.94420635814345,True,128,True,0.09181336436343278,7.999508730612204e-06,4,0.010787762796868883,meta-llama/Llama-3.2-3B,0.010650375742514484,100.0,Germany,324.59563209160444,R1_Standard_Production_Config,25723745792,5,16,3.3751015764440835e-05,,0.723482608795166,False,greedy,823.6054905401409,3.390079270257684e-09,8.88742673188182e-06,100.0,1972699136,pytorch,text_generation,torch.float32,False,52638582308864,AMD EPYC 7742 64-Core Processor,8.266147272994603e-06,0.01220900908209268,0.012671709188296876,True,6309.388659370597,0.6864738464355469,False,0,0.010746453874934225,0.006323695720740944,4 x NVIDIA A100-PCIE-40GB,0.012368385143829843,1.0
