setup_experiment_id,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_local_process_results_cpu_power_process_0,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_per-process_emissions_1,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_latency_simulation_simulate,global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_memory_gpu_max_memory_reserved_bytes,variables_decoder_config_decoder_temperature,global_energy_metrics_local_process_results_gpu_power_process_2,global_energy_metrics_local_process_results_cpu_power_process_3,variables_quantisation_load_in_8bit,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_local_process_results_ram_power_process_3,global_energy_metrics_global_experiment_results_gpu_energy_total,global_energy_metrics_local_process_results_cpu_energy_process_1,variables_query_rate,global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_global_derived_quantities_flops_per_joule,inference_metrics_raw_inference_metrics_number_input_prompts,variables_accelerate_config_num_processes,global_energy_metrics_local_process_results_gpu_energy_process_1,variables_sharding_config_fsdp_config_cpu_offload,variables_max_input_tokens,global_energy_metrics_local_process_results_cpu_power_process_1,setup_cycle_id,variables_batching_options_adaptive_batching,compute_metrics_compute_utilisation_gpu_utilization_percent_2,global_energy_metrics_local_process_results_ram_energy_process_2,variables_latency_simulation_burst_size,global_energy_metrics_local_process_results_total_energy_joules_process_0,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_inference_type,variables_latency_simulation_delay_max,inference_metrics_raw_inference_metrics_total_generated_tokens,variables_decode_token_to_text,variables_config_name,model_architecture_total_params,setup_available_cpu_count,setup_country,global_energy_metrics_local_process_results_total_energy_kwh_process_1,variables_latency_simulation_burst_interval,variables_decoder_config_decoding_mode,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_per-process_emissions_2,variables_batching_options_adaptive_max_tokens,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_local_process_results_gpu_energy_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_global_experiment_results_ram_energy_total,variables_backend,setup_cpu_model,global_energy_metrics_local_process_results_ram_energy_process_0,variables_sharding_config_fsdp_config_use_orig_params,variables_latency_simulation_simulate_burst,global_energy_metrics_local_process_results_total_energy_joules_process_1,global_energy_metrics_local_process_results_ram_power_process_1,variables_latency_simulation_delay_min,variables_max_output_tokens,inference_metrics_inference_performance_total_inference_time_sec,compute_metrics_memory_gpu_current_memory_reserved_bytes,global_energy_metrics_global_experiment_results_total_energy_joules,setup_gpu_model,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_sharding_config_sharding_strategy,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_local_process_results_ram_energy_process_3,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_global_derived_quantities_tokens_per_joule,variables_decoder_config_decoder_top_p,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_local_process_results_ram_power_process_0,setup_available_gpu_count,variables_quantisation_cached_flops_for_quantised_models,setup_python_version,global_energy_metrics_per-process_emissions_3,compute_metrics_flops,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_global_derived_quantities_joules_per_flop,setup_region,global_energy_metrics_local_process_results_cpu_energy_process_0,global_energy_metrics_local_process_results_ram_power_process_2,global_energy_metrics_local_process_results_cpu_energy_process_3,setup_os,variables_number_input_prompts,global_energy_metrics_global_experiment_results_ram_power_avg,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_global_experiment_results_cpu_energy_total,inference_metrics_raw_inference_metrics_total_input_tokens,global_energy_metrics_global_experiment_results_gpu_power_avg,setup_task_type,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_local_process_results_ram_energy_process_1,setup_model,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_experiment_id,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_gpu_power_process_3,variables_fp_precision,global_energy_metrics_local_process_results_total_energy_kwh_process_0,variables_quantisation_quantization,variables_accelerate_config_distributed_type,setup_date_time,global_energy_metrics_per-process_emissions_0,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_global_experiment_results_total_energy_kwh,compute_metrics_memory_gpu_current_memory_allocated_bytes,model_architecture_architecture,variables_quantisation_load_in_4bit,setup_is_encoder_decoder
0001,10.20230823341538,112.5,97.7,0.004450437000875536,0.011631134684982385,False,112.5,689.2321639667138,27174895616,1.2,960.1966934372188,112.5,,25723745792,0.710625171661377,0.041410615072909884,0.0012141485491829372,1.0,0.011758845770554941,314909530.51949346,128,4,0.010138759222111382,False,128,112.5,1,False,100.0,6.596283174103932e-06,0,42056.89251385203,403.8596817133335,pure_generative,0,16384,True,decoding_top_p_topp_0.1_temp_1.2,3212749824,128,Germany,0.011359387761803105,0.0,top_p,100.0,0.004479532296292905,0,0.001248503434318991,0.010477460326405286,28.0,2.6291021717031324e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.3892200780256845e-06,False,False,40893.79594249118,0.7177534103393555,0,128,40.56854581396328,27174895616,167154.61809627758,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.825527956115433e-06,16,1081.0213362919715,0.09801703468679014,0.1,1981534208,0.6905879974365234,4,16949970993152,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0044308807582440395,52638582308864,5071.06822674541,42331.84477399779,3.175515197492882e-09,saxony,0.0012577203657547218,0.7179293632507324,0.0012745599161935392,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7092239856719971,3.155153763385418,0.004994932265450189,16384,811.045818981856,text_generation,0.01037603496748929,6.479990508786274e-06,meta-llama/Llama-3.2-3B,41872.08486593659,112.5,0001,,513.7330822315203,torch.float32,0.011682470142736675,,DistributedType.MULTI_GPU,"April 23, 2025 at 10:59:57 PM",0.004327358767858893,0.010418360556903927,0.04643183836007711,25723745792,Unknown (no config attribute),,False
0002,10.096754349215841,112.5,97.4,0.004396796959765224,0.011449942448423085,False,112.5,199.73665493892685,27206352896,0.6,1032.4188568662928,112.5,,25723745792,0.7242636680603027,0.04106469535172863,0.0012452605665948795,1.0,0.011458511843998737,318201670.0494967,128,4,0.010289730731778413,False,128,112.5,1,False,100.0,6.3606850578169025e-06,0,41404.796847608945,420.252123892587,pure_generative,0,16384,True,decoding_top_k_topk_300_temp_0.6,3212749824,128,Germany,0.01154166415478468,0.0,top_k,100.0,0.004365120086971319,0,0.0012019460700648781,0.01024891069912126,0.0,2.573064730867104e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.283898963057768e-06,False,False,41549.99095722485,0.7241263389587402,0,128,38.98612063692417,27206352896,165425.22325755234,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.413206876405938e-06,16,12.121462056583425,0.09904172820423866,,1955676160,0.6806831359863281,4,16949970993152,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004361855575726774,52638582308864,4873.265079615521,41250.64263839545,3.142661067254765e-09,saxony,0.0012106303311775265,0.7258787155151367,0.0012031879380010656,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.713737964630127,3.283219717910836,0.00486102490583835,16384,553.2295641569167,text_generation,0.010241635693300388,6.672856411390431e-06,meta-llama/Llama-3.2-3B,41219.792814323104,112.5,0002,300,968.6412827658634,torch.float32,0.01150133245766915,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:01:26 PM",0.004381432599749063,0.010284418227528569,0.04595145090487565,25723745792,Unknown (no config attribute),,False
0003,10.052461312200492,112.5,98.4,0.004347507271877409,0.011402712997705422,False,112.5,1550.990577068409,27206352896,1.2,983.3152790007291,112.5,,25723745792,0.731022834777832,0.04087342992093923,0.001219937018968267,1.0,0.011412277915415171,319603726.5122998,128,4,0.01025500014843761,False,128,112.5,1,False,100.0,6.34312378596253e-06,0,41232.601036473156,419.01733896689575,pure_generative,0,16384,True,decoding_top_k_topk_1_temp_1.2,3212749824,128,Germany,0.011481377170940435,0.0,top_k,100.0,0.004373830633269759,0,0.0012085261680949767,0.01019759232473394,13.0,2.567537615921624e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.331044717039398e-06,False,False,41332.95781538556,0.7160725593566895,0,128,39.10100722895004,27206352896,164699.52613909286,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.561204121659401e-06,16,479.58056881866435,0.09947812470427694,,1974824960,0.6881203651428223,4,16949970993152,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004363210934679014,52638582308864,4887.625903618755,41084.20049549462,3.128874656477185e-09,saxony,0.0012141755012489738,0.7175788879394531,0.001208124386559575,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7131986618041992,3.273572960678873,0.004850763074871792,16384,999.3238545074156,text_generation,0.010187843705824484,6.440003534554911e-06,meta-llama/Llama-3.2-3B,41049.76679173952,112.5,0003,1,983.4089931418598,torch.float32,0.01145350028790921,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:04:51 PM",0.004343863516475881,0.010232993741943197,0.04574986837197024,25723745792,Unknown (no config attribute),,False
0004,10.050528960591892,112.5,98.4,0.004363178892595,0.01134374500226449,False,112.5,896.9993752788577,27214741504,0.8,1043.3522828873047,112.5,,25723745792,0.706028938293457,0.0408659132482585,0.0012023621647185788,1.0,0.01156549611403309,319665174.6985059,128,4,0.0101695681356464,False,128,112.5,1,False,100.0,6.297907013105425e-06,0,41232.29823688674,421.5677165949014,pure_generative,0,16384,True,decoding_greedy_temp_0.8,3212749824,128,Germany,0.011378416731883207,0.0,greedy,100.0,0.004405875744640905,0,0.001197027316255117,0.010322402980138534,7.0,2.5408115234186066e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.244646275862157e-06,False,False,40962.30023477955,0.7293720245361328,0,128,38.864456064940896,27214741504,164667.86649033756,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.379130426991041e-06,16,919.0597739745459,0.09949725073386669,,1972342784,0.6865725517272949,4,16949970993152,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0043213996586126575,52638582308864,4858.057008117612,41635.78601051912,3.1282732031825362e-09,saxony,0.001213649177159823,0.7058687210083008,0.0012367140034675688,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7069605588912964,3.2934977858976673,0.004849752661601087,16384,824.3570334029691,text_generation,0.010140419778996268,6.486431518227442e-06,meta-llama/Llama-3.2-3B,40837.48200815216,112.5,0004,,438.0167014711683,torch.float32,0.011453416176912982,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:06:21 PM",0.004334607854010908,0.010233522353477298,0.04574107402509377,25723745792,Unknown (no config attribute),,False
0006,10.32479600436654,112.5,98.1,0.004475937913348544,0.01171691993045225,True,112.5,0.0,27206352896,1.0,1051.3271981666405,112.5,,25723745792,0.7228031158447266,0.04169526363396425,0.0013038181485935634,1.0,0.011804652671185502,311173614.9209387,128,4,0.010407398048133842,False,128,112.5,1,False,100.0,7.260678588890719e-06,20,42297.877642879,390.69844151237163,pure_generative,0.5,16384,True,latency_burst_0.4_0.5_4.0_20,3212749824,128,Germany,0.011718310757435138,4.0,,100.0,0.004496982435088117,0,0.0013063528736674925,0.010477161159500703,21.0,2.825698595611876e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.834953254963041e-06,False,True,42185.9187267665,0.7235126495361328,0.4,128,41.935155759972986,27206352896,169161.4577355414,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,7.066793404531402e-06,16,543.2463589641383,0.09685421383406337,,1971838976,0.6862635612487793,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004463560647505784,52638582308864,5241.894469996623,42496.74961626781,3.213640077594865e-09,saxony,0.0013351774549664693,0.7227516174316406,0.0013204247182802644,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7138327360153198,3.0523315743154034,0.00526577319550779,16384,506.0006140593505,text_generation,0.010403306378195865,7.094560707733599e-06,meta-llama/Llama-3.2-3B,42180.911749628096,112.5,0006,,429.42889910662325,torch.float32,0.011749410456355278,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:08:36 PM",0.004464090483044916,0.010407398048133842,0.04698929381542817,25723745792,Unknown (no config attribute),,False
0007,10.582398895953894,112.5,98.3,0.004596714153723503,0.012066450068837125,True,112.5,1006.9314192932617,27206352896,1.0,630.3414676503203,112.5,,25723745792,0.7293534278869629,0.04237375056564119,0.001425648965750952,1.0,0.012066110593267749,303598846.30963904,128,4,0.010571053456836843,False,128,112.5,1,False,100.0,7.89450699901446e-06,5,43288.00339027724,356.175171154821,pure_generative,0.2,16384,True,latency_burst_0.1_0.2_6.0_5,3212749824,128,Germany,0.01200466714929273,6.0,,100.0,0.004573177950523065,0,0.001438864566092889,0.010622586553618696,27.0,3.1055975262364465e-05,pytorch,AMD EPYC 7742 64-Core Processor,7.469759596881268e-06,False,True,43216.801737453825,0.7296552658081055,0.1,128,45.99983751500258,27206352896,173382.0235113086,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,7.72698196153256e-06,16,482.10709133104325,0.09449653238665413,,1971777536,0.6872720718383789,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004580712469868365,52638582308864,5749.979689375323,43437.9981357639,3.2938201582627383e-09,saxony,0.0014565560671508135,0.7296366691589355,0.0014357970576875235,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7189793586730957,2.782618524647039,0.0057568666566821785,16384,693.154414394331,text_generation,0.010619690995745223,7.964726704936179e-06,meta-llama/Llama-3.2-3B,43439.220247813646,112.5,0007,,653.2376793026987,torch.float32,0.012024445386188123,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:10:12 PM",0.004596584830505349,0.010560419559440426,0.04816167319758573,25723745792,Unknown (no config attribute),,False
0008,3.086665674782634,112.5,98.8,0.002673874675393915,NA,False,NA,536.3703841666895,27206352896,1.0,NA,NA,,25723745792,NA,0.011651012654134263,0.0011914612223736184,1.0,NA,1040865592.3600305,128,2,0.005820991045677459,False,128,112.5,1,False,0.0,NA,0,25303.656806456125,426.5516827849705,pure_generative,0,16384,True,num_processes_2,3212749824,128,Germany,0.007018964891439598,0.0,,100.0,NA,0,NA,NA,0.0,1.2635626749753083e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.123003361230828e-06,False,False,25268.273609182554,0.7295894622802734,0,128,38.41035133897094,27206352896,50571.93041563868,4 x NVIDIA A100-PCIE-40GB,0.0,NO_SHARD,0,NA,16,624.5634685442159,0.3239741861808279,,1974210560,0.6872220039367676,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,52638582308864,4801.293917371368,NA,9.60738838270777e-10,saxony,0.0011926489455308911,NA,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7084057331085205,3.332435021757582,0.00238411016790451,16384,580.4669263554526,text_generation,NA,6.512623388522256e-06,meta-llama/Llama-3.2-3B,NA,112.5,0008,,NA,torch.float32,0.007028793557348924,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:11:39 PM",0.0026776189056720726,0.0058300216084568035,0.014047758448788522,25723745792,Unknown (no config attribute),,False
0009,10.226013823197041,112.5,97.5,0.004461954123753676,0.011654410762079815,False,112.5,927.3346759197811,27174895616,1.0,824.4788254518869,112.5,,25723745792,0.7263607978820801,0.0415820210433715,0.0012221529265279973,1.0,0.01171270277924577,314179518.19231504,128,4,0.010329851597207451,False,128,112.5,1,False,100.0,6.660463941050492e-06,0,41810.52903618168,415.1889383269556,pure_generative,0,16384,True,decoding_top_p_topp_0.3_temp_1.0,3212749824,128,Germany,0.011558575748418487,0.0,top_p,100.0,0.004403239431360023,0,0.001234590856505747,0.010459428923093483,0.0,2.624015184460143e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.2729773174885336e-06,False,False,41610.87269430655,0.726163387298584,0,128,39.46155228995485,27174895616,167543.01047926032,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.735485903029515e-06,16,986.4784864158069,0.09778981500411878,0.3,1978736640,0.6898226737976074,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004439747779814305,52638582308864,4932.6940362443565,42165.73000528477,3.182893670961331e-09,saxony,0.00122818178462876,0.7335891723632812,0.0012465383702492544,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7189840078353882,3.243663580679341,0.004931463937911759,16384,774.3513846224764,text_generation,0.010413159441633013,6.571224683032891e-06,meta-llama/Llama-3.2-3B,41955.87874348733,112.5,0009,,359.11355070243087,torch.float32,0.0116140358433838,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:13:09 PM",0.004424366954537059,0.01037958108143755,0.046539725133127874,25723745792,Unknown (no config attribute),,False
0010,5.176792571770374,112.5,98.0,0.002270807091592388,0.005907952450445109,False,112.5,490.2238485338424,19576913920,1.0,464.7317146361147,112.5,False,12870114304,0.963892936706543,0.01923068371786485,0.0010611587629700808,1.0,0.0059609058710917125,620616733.5194727,128,4,0.0047587282514234275,False,128,112.5,1,False,100.0,7.549953414234655e-06,0,21110.216080232927,477.746543186083,pure_generative,0,16384,True,precis_float16_quant_False_quant_False_quant_False,3212749824,128,Germany,0.005827350960588978,0.0,,100.0,0.002233871337712426,0,0.0010779044723694827,0.004861291666807155,7.0,2.973341903100191e-05,pytorch,AMD EPYC 7742 64-Core Processor,7.142547294701746e-06,False,False,20978.46345812032,0.964724063873291,0,128,34.29433500603773,19576913920,84816.56949588581,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,7.5769721265964335e-06,16,545.9108952132459,0.19316980275646184,,2663616512,0.9286909103393555,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0022199293484363716,52638582308864,4286.791875754716,21459.261135930166,1.6113004145554894e-09,saxony,0.001068640588908238,0.9712772369384766,0.0010920372321579633,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.9571462869644165,3.7323948686412733,0.004299741056405765,16384,449.13936403589446,text_generation,0.0048224980246613924,7.463946195469079e-06,meta-llama/Llama-3.2-3B,21268.628821602393,112.5,0010,,295.690997760375,torch.float16,0.005863948911175813,False,DistributedType.MULTI_GPU,"April 23, 2025 at 11:14:33 PM",0.0022506344859970643,0.0047881657749728745,0.023560158193301612,12870114304,Unknown (no config attribute),False,False
0011,10.281946602741979,112.5,97.9,0.004463348311216073,0.01167403673691895,False,112.5,977.6285453924647,27174895616,1.4,1010.0247333632631,112.5,,25723745792,0.7088799476623536,0.04179777343819069,0.0012434353074659158,1.0,0.011716362544208093,312470412.47454184,128,4,0.010453030862417556,False,128,112.5,1,False,100.0,6.490140430261848e-06,0,42121.77656046143,410.1428934237376,pure_generative,0,16384,True,decoding_top_p_topp_0.98_temp_1.4,3212749824,128,Germany,0.011703388657446051,0.0,top_p,100.0,0.004457302994641051,0,0.00123836547537212,0.01046351281524771,26.0,2.629429975095518e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.34296298748027e-06,False,False,42132.19916680578,0.7335491180419922,0,128,39.947053240961395,27174895616,168459.41313932458,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.5387087706309676e-06,16,935.7313657152271,0.09725784801618412,0.98,1980547072,0.689267635345459,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004447224294929274,52638582308864,4993.381655120174,42178.90515914914,3.200303004949225e-09,saxony,0.0012421018866207304,0.7101473808288574,0.001246311020189751,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7104610204696655,3.20424135487295,0.004970213689648517,16384,892.3507365875053,text_generation,0.01042918112111657,6.922487562582095e-06,meta-llama/Llama-3.2-3B,42026.53225290822,112.5,0011,,646.0183018790661,torch.float32,0.011700493489017064,,DistributedType.MULTI_GPU,"April 23, 2025 at 11:16:03 PM",0.004458405909054074,0.01045204863940885,0.04679428142759016,25723745792,Unknown (no config attribute),,False
